"title","centrality_type","centrality_value","canonisation_score","outlier_class","residual","z_residual"
"1957_Simenon-Georges_Maigret-s-amuse","indegree",0,0.3,"Normal",-0.3,-1.90721086703552
"1957_Simenon-Georges_Maigret-s-amuse","pagerank",0,0.3,"Normal",-0.3,-1.63847978960474
"1957_Simenon-Georges_Maigret-s-amuse","betweenness",0,0.3,"Normal",-0.3,-1.68392021248759
"1957_Simenon-Georges_Maigret-s-amuse","closeness",0,0.3,"Normal",-0.3,-1.60377256379722
"1909_Farrere-Claude_La-Bataille","indegree",0.0371045116251815,0.1,"Normal",-0.0628954883748185,-0.554549073167347
"1909_Farrere-Claude_La-Bataille","pagerank",0.000296823391188084,0.1,"Normal",-0.0997031766088119,-0.194361866484734
"1909_Farrere-Claude_La-Bataille","betweenness",0,0.1,"Normal",-0.1,-0.377776993899923
"1909_Farrere-Claude_La-Bataille","closeness",0.00136925423269764,0.1,"Normal",-0.0986307457673024,-0.279808915465496
"1899_Bazin-Rene_La-terre-qui-meurt","indegree",0.0370968825687161,0,"Normal",0.0370968825687161,0.0158992026859123
"1899_Bazin-Rene_La-terre-qui-meurt","pagerank",0.000571166930743981,0,"Normal",0.000571166930743981,0.528605049729157
"1899_Bazin-Rene_La-terre-qui-meurt","betweenness",0,0,"Normal",0,0.275294615393912
"1899_Bazin-Rene_La-terre-qui-meurt","closeness",0.00456365908140377,0,"Normal",0.00456365908140377,0.398674208740906
"1913_Rosny-aine-J-H_La-Force-mysterieuse","indegree",0,0,"Normal",0,-0.19573547005132
"1913_Rosny-aine-J-H_La-Force-mysterieuse","pagerank",0,0,"Normal",0,0.524486999388588
"1913_Rosny-aine-J-H_La-Force-mysterieuse","betweenness",0,0,"Normal",0,0.275294615393912
"1913_Rosny-aine-J-H_La-Force-mysterieuse","closeness",0,0,"Normal",0,0.368669038635964
"1911_Chateaubriant-Alphonse-de_Monsieur-des-Lourdines","indegree",0.111306306233952,0,"Normal",0.111306306233952,0.439257878777341
"1911_Chateaubriant-Alphonse-de_Monsieur-des-Lourdines","pagerank",0.00138079993503371,0,"Normal",0.00138079993503371,0.534442414060995
"1911_Chateaubriant-Alphonse-de_Monsieur-des-Lourdines","betweenness",0.00336482464086969,0,"Normal",0.00336482464086969,0.297269329825955
"1911_Chateaubriant-Alphonse-de_Monsieur-des-Lourdines","closeness",0.00547637978196041,0,"Normal",0.00547637978196041,0.404675169678173
"1857_About-Edmond_Le-Roi-des-montagnes","indegree",0.148385881568604,0,"Normal",0.148385881568604,0.650793815163605
