"title","centrality_type","centrality_value","canonisation_score","outlier_class","residual","z_residual"
"1894_Aagaard_UnderligeFyre","indegree",0.0713833983911879,0,"Normal",0.0713833983911879,0.0461491647275732
"1894_Aagaard_UnderligeFyre","pagerank",0.0125978017969425,0,"Normal",0.0125978017969425,0.294022669070373
"1894_Aagaard_UnderligeFyre","betweenness",0.0234833659491194,0,"Normal",0.0234833659491194,0.414095713975122
"1894_Aagaard_UnderligeFyre","closeness",0.0265838844851385,0,"Normal",0.0265838844851385,0.186939293547597
"1893_Abildgaard_Fortidsminder","indegree",0.0714843286234418,0,"Normal",0.0714843286234418,0.0465265011183986
"1893_Abildgaard_Fortidsminder","pagerank",0.00981818271491125,0,"Normal",0.00981818271491125,0.281506347560816
"1893_Abildgaard_Fortidsminder","betweenness",0.0313111545988258,0,"Normal",0.0313111545988258,0.451842827309731
"1893_Abildgaard_Fortidsminder","closeness",0.0199571254292844,0,"Normal",0.0199571254292844,0.158910831124363
"1891_Adolphus_AntonioEllerBjergenesKonge","indegree",0.282314338345901,0,"Normal",0.282314338345901,0.83473270227148
"1891_Adolphus_AntonioEllerBjergenesKonge","pagerank",0.0501832725873416,0,"Normal",0.0501832725873416,0.4632659440003
"1891_Adolphus_AntonioEllerBjergenesKonge","betweenness",0.148727984344411,0,"Normal",0.148727984344411,1.01804952732882
"1891_Adolphus_AntonioEllerBjergenesKonge","closeness",0.0924813625782144,0,"Normal",0.0924813625782144,0.465658494434494
"1897_Agerskov_LivetsKilde","indegree",0,0.166666666666667,"Normal",-0.166666666666667,-0.843821564346996
"1897_Agerskov_LivetsKilde","pagerank",0,0.166666666666667,"Normal",-0.166666666666667,-0.513185677222415
"1897_Agerskov_LivetsKilde","betweenness",0,0.166666666666667,"Normal",-0.166666666666667,-0.502844580778094
"1897_Agerskov_LivetsKilde","closeness",0,0.166666666666667,"Normal",-0.166666666666667,-0.630430972305459
"1899_Ahlberg_HvorforHunBlevNonne","indegree",0,0,"Normal",0,-0.220723835683438
"1899_Ahlberg_HvorforHunBlevNonne","pagerank",0,0,"Normal",0,0.237296141819388
"1899_Ahlberg_HvorforHunBlevNonne","betweenness",0,0,"Normal",0,0.300854373971294
"1899_Ahlberg_HvorforHunBlevNonne","closeness",0,0,"Normal",0,0.0745004073477033
"1874_Albertius_BjergmandensRing_1","indegree",0.428865251184094,0,"Normal",0.428865251184094,1.38262594780977
"1874_Albertius_BjergmandensRing_1","pagerank",0.396525936309735,0,"Normal",0.396525936309735,2.02280917769329
"1874_Albertius_BjergmandensRing_1","betweenness",0.123287671232877,0,"Normal",0.123287671232877,0.89537140899139
"1874_Albertius_BjergmandensRing_1","closeness",0.746837895264569,0,"Structurally Central - Culturally Peripheral",0.746837895264569,3.2333172146644
"1874_Albertius_BjergmandensRing_2","indegree",0.78540046387405,0,"Normal",0.78540046387405,2.71556363510392
"1874_Albertius_BjergmandensRing_2","pagerank",0.199932979229007,0,"Normal",0.199932979229007,1.13757253744878
"1874_Albertius_BjergmandensRing_2","betweenness",0,0,"Normal",0,0.300854373971294
"1874_Albertius_BjergmandensRing_2","closeness",0.33212750918902,0,"Normal",0.33212750918902,1.47926302698801
"1876_Albertius_KlokkenIRosendalen_1","indegree",0.356649500588728,0,"Normal",0.356649500588728,1.11264112679154
"1876_Albertius_KlokkenIRosendalen_1","pagerank",0.156220290884776,0,"Normal",0.156220290884776,0.940739070266067
"1876_Albertius_KlokkenIRosendalen_1","betweenness",0.11545988258317,0,"Normal",0.11545988258317,0.85762429565678
"1876_Albertius_KlokkenIRosendalen_1","closeness",0.219096361326548,0,"Normal",0.219096361326548,1.00118780894917
"1876_Albertius_KlokkenIRosendalen_2","indegree",0.643158345322269,0,"Normal",0.643158345322269,2.18377918916447
"1876_Albertius_KlokkenIRosendalen_2","pagerank",0.345490467530313,0,"Normal",0.345490467530313,1.7930020290219
"1876_Albertius_KlokkenIRosendalen_2","betweenness",0.0410958904109589,0,"Normal",0.0410958904109589,0.499026718977993
"1876_Albertius_KlokkenIRosendalen_2","closeness",0.362352676352564,0,"Normal",0.362352676352564,1.60710303972108
"1897_Alsted_Ly","indegree",0.0712623684585087,0,"Normal",0.0712623684585087,0.045696683870657
"1897_Alsted_Ly","pagerank",0.00980806646466736,0,"Normal",0.00980806646466736,0.281460795189506
"1897_Alsted_Ly","betweenness",0.0136986301369863,0,"Normal",0.0136986301369863,0.36691182230686
"1897_Alsted_Ly","closeness",0.019895158185034,0,"Normal",0.019895158185034,0.158648735194467
"1898_AndersenT_Askepot","indegree",0,0,"Normal",0,-0.220723835683438
"1898_AndersenT_Askepot","pagerank",0,0,"Normal",0,0.237296141819388
"1898_AndersenT_Askepot","betweenness",0,0,"Normal",0,0.300854373971294
"1898_AndersenT_Askepot","closeness",0,0,"Normal",0,0.0745004073477033
"1880_Andersen_DenGodeAlvilda","indegree",0.356853272813307,0.512820512820513,"Normal",-0.155967240007206,-0.803820833649921
