doc_name,MSTTR-100,TTR-100-sliding,Compressibility,Readability,Mean sentence length,Mean word length,Noun/Word ratio
ABDALLAH_noWikiID,0.7138335809806838,0.7142565246487038,2.195068048483416,72.05394973996819,15.976109215017065,5.05492060101118,0.1827956989247312
ABU_TELFAN_Q335418,0.7321659324522779,0.7324835871751968,2.1311915757230424,60.53384380716007,21.537483882851355,5.209566652697837,0.19252182985965602
ADAMS_ERSTES_ERWACHEN_UND_ERSTE_SEELIGE_NAECHTE_noWikiID,0.7492592592592594,0.7500558243394077,2.1948805353694563,74.09122296902397,14.146341463414634,5.1125,0.22241379310344828
ADDRICH_IM_MOOS_noWikiID,0.7252808112324496,0.7255388938761017,2.1715843927268055,73.74279098137806,14.225863236289777,5.230341624070743,0.20265948333301606
ADELE_noWikiID,0.6936865342163353,0.6932758506333827,2.194042688491846,71.28581865929712,18.239477503628446,5.05482613193284,0.16132198084931434
AESTHETISCHE_FELDZUEGE_noWikiID,0.7036960000000003,0.7044063430089299,2.275105868922491,45.94270852808458,32.24407582938389,5.5603549643565815,0.22719923568751377
AGATHODAEMON_noWikiID,0.7366977225672882,0.7363347830589455,2.223383270772579,48.328379988207814,29.263568641362184,5.3443401944383835,0.18723785972313137
AGNES_VON_LILIEN_Q105642294,0.740548387096775,0.74087889511559,2.1981022202086327,69.99965603857359,17.265433426543343,5.228051378524175,0.20058056237307983
AHNUNG_UND_GEGENWART_Q402329,0.7369759143621782,0.7369430407999863,2.2218904838043816,70.38876385457473,18.191333708497467,5.132380539916269,0.17812287322897977
ALSO_SPRACH_ZARATHUSTRA_Q199774,0.6746989247311843,0.6746700294693629,2.2674709766680192,82.26358244715829,12.480353634577604,4.874603174603174,0.19487078577987668
ALTERSHAUSEN_noWikiID,0.721590909090909,0.7219054125863373,2.1843781015956014,66.98010033927744,20.04724409448819,5.118557012508309,0.1883497492295607
ALTE_NESTER_Q436036,0.7359058341862854,0.7363460081495631,2.1235607028588714,69.37275389470345,19.19838523644752,4.994761126598097,0.16525082607389607
AMANDA_UND_EDUARD_noWikiID,0.7151470588235299,0.7142029080322538,2.21997673257631,68.73864373818786,18.509468317552805,5.080252621638106,0.17170008066578787
AMAZONENSCHLACHT_noWikiID,0.7022374429223747,0.703394810306136,2.153820492448799,79.03487029155046,10.51357733175915,5.183773161145424,0.1764177428411005
ANDREA_DELFIN_Q28054637,0.7327355623100301,0.7317491106989604,2.1495962997719498,74.18471999161027,16.914285714285715,4.986767552349112,0.18352336711711711
ANDROGYNE_noWikiID,0.687606382978723,0.6901798004588044,2.2452793776657405,65.41266627224779,23.187948350071736,5.196324712288083,0.2103081301819082
ANGELA_BORGIA_noWikiID,0.7252968036529682,0.7255091407677982,2.1765372184939813,68.90424775171161,17.00369856680536,5.313330976916175,0.19742244215449034
ANNA_noWikiID,0.7503238095238091,0.7512956769478398,2.1344039081852384,67.25261988396838,15.892364793213149,5.273657402773607,0.1793725464028737
ANTON_REISER_Q593385,0.7289800000000035,0.7293772048575322,2.2478944603550977,53.507162752802756,31.162322274881518,5.160914033686932,0.1765332116649557
AN_HEILIGEN_WASSERN_noWikiID,0.7065602836879452,0.7067978031533482,2.116280655379548,78.66365171410051,16.109410332231693,4.866239080906568,0.1836243291978448
AQUIS_SUBMERSUS_Q623355,0.7472377622377627,0.7478091699383098,2.1709367653602576,68.27304265407935,16.1663313212609,4.941379024228344,0.1778542980418188
ARBEIT_noWikiID,0.6813650793650797,0.6818030843486366,2.21766216926061,79.52773428243957,11.255436401549002,5.077651916154986,0.17241196787042307
ARDINGHELLO_noWikiID,0.7487146529562969,0.7481282143591516,2.16428965050619,65.25018409331203,17.310027285129603,5.195249541899001,0.20439185860934328
ARDISTAN_UND_DSCHINNISTAN_Q639501,0.6972514619883127,0.6973673923004481,2.2220465128728293,77.4434852454964,13.546580852775543,4.9587131717572435,0.14696764538198404
ARIEL'S_OFFENBARUNGEN_noWikiID,0.7019305856832971,0.7021875067897401,2.127735420497332,78.35703725001201,10.832609325224443,4.825477877289132,0.2211201711001203
ARISTIPP_UND_EINIGE_SEINER_ZEITGENOSSEN_noWikiID,0.7456944444444442,0.7457639287086765,2.178029867161343,51.1451313325595,26.2461247296323,5.316814718415531,0.17808788333499298
"ARMUT,_REICHTUM,_SCHULD_UND_BUSSE_DER_GRAEFIN_DOLORES_Q689540",0.7302458158995881,0.7302747816080641,2.25379103625175,58.04949834365581,18.37907261203158,5.063811765275315,0.19234283017612216
ASIATISCHE_BANISE_noWikiID,0.7513310580204782,0.7510067402839061,2.2047388556064385,60.98615962082455,19.605693614344133,5.371013934682679,0.20325222818544278
ASPASIA_noWikiID,0.715021570319251,0.7151186701012525,2.2121869548481907,63.86892296843854,20.370868522573247,5.424865772327347,0.20320713287643888
AUCH_EINER_Q758582,0.7237480798771199,0.7235114664100118,2.112316183892354,69.26732510499565,16.26142208774584,5.215149598094671,0.19824848665277364
AUF_DEM_STAATSHOF_noWikiID,0.7393750000000002,0.739009185836541,2.1731503522838627,70.08948093649286,16.79109062980031,5.038422834141433,0.17711096880431798
AUF_DER_UNIVERSITAET_Q15792139,0.7344635193133051,0.731957617263205,2.1853136827442174,74.27585220038524,13.805928016937191,5.073761692991872,0.17318407197260133
AUF_DER_WEGWACHT_noWikiID,0.7098244473342049,0.7099159642002275,2.1962210215514326,73.72851809199206,16.10268762677485,5.17716526134297,0.1722590498984396
AUF_ZWEI_PLANETEN_Q4310936,0.7090112994350298,0.7091622706206331,2.2496137343900853,70.29201057938585,15.218866644044791,5.262187984258464,0.18616499442586398
AUSWAHL_AUS_DES_TEUFELS_PAPIEREN_noWikiID,0.7588072018004486,0.7584258856362317,2.1868673041723334,48.76268876979893,30.664134136756616,5.27359562561408,0.1896620957751292
AUS_DEM_BOEHMERWALDE_noWikiID,0.7224142480211087,0.7222075282441615,2.1122627489449197,73.25102267457927,13.330513850708394,5.226078680203046,0.21465736040609137
AUS_DEM_LEBEN_EINER_FRAU_Q101323690,0.739139784946236,0.7382010980729647,2.126426132491913,67.07781009884985,16.19738651994498,5.318755042248736,0.20992739161819032
