doc_name,MSTTR-100,TTR-100-sliding,Compressibility,Passive/Active ratio,"""que"" relative frequency","""de"" relative frequency",Flesch Reading Ease,Mean sentence length,Mean word length,Noun/Word ratio
1926_Leroux-Gaston_Le-coup-d-Etat-de-Cheri-Bibi,0.718389513108616,0.7182570891019238,4.022096020427828,0.027710280373831775,0.011617281361416544,0.04250681607094706,81.02,13.31315851088738,4.381486269026829,0.17160418919988393
1861_Pommier-Armand_La-Benjamine,0.7248597194388795,0.7243430667909734,3.6936349364920793,0.023422691578662336,0.010895471569628872,0.044032526187185804,66.67,15.60475240341012,4.5482453591230865,0.18139232119401597
1979_Ajar-Emile-Gary-Romain_L-angoisse-du-roi-Salomon,0.704859632139402,0.7046844124143152,4.3029747650705,0.01130864717020829,0.01229012435283302,0.028509217593264625,81.12,13.850533807829182,4.077338129496403,0.13971803923320972
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-3),0.7226737967914436,0.7223634560754446,3.634666980005092,0.028084714548802948,0.01793494239970064,0.04188383716889851,72.5,18.95629672225417,4.201547095404217,0.14806613074472927
1997_Ernaux-Annie_La-honte,0.720252100840336,0.7201413442470332,3.2558638827760187,0.03284072249589491,0.008949579831932774,0.06033613445378151,73.61,21.22824974411464,4.3924300867888135,0.22463837994214078
2007_Nothomb-Amelie_Le-fait-du-Prince,0.7263009404388706,0.7262740475292013,3.4650477655265037,0.015305214450969924,0.014383754818087806,0.03638243865751622,85.08,10.5578125,4.373982536628682,0.16216516205416606
1844_Tarbe-Des-Sablons-Michelle-Catherine-Josephine-Guespereau-Mme-Sebastien-Andre_Onesie-ou-les-Soirees-de-l-abbaye-suivie-de-Enguerrand-ou-le-Duel,0.7302182163187886,0.7294553478219867,3.9025694187338025,0.024353396180807348,0.012411229840047786,0.04148138315523993,71.99,16.790650027938163,4.36837901696081,0.18364041753097649
1861_Gondrecourt-Aristide-de_Le-Pays-de-la-peur_Tome-1,0.7191489361702125,0.7197478573795798,3.4203549283728885,0.016540870403083347,0.012235160734109645,0.040366582421994944,75.64,16.282498851630685,4.351002905746608,0.17945101136908626
1857_Ulbach-Louis_Parents-coupables-memoires-d-un-lyceen,0.7292209631728044,0.7292313583118452,3.8029185834085357,0.01840594393785883,0.015407927718692026,0.03938368289125232,80.92,13.176805251641138,4.249526719585506,0.16531601846623933
1863_Gautier-Theophile_Le-capitaine-Fracasse,0.7433496877787713,0.7430037471562496,3.7282669499248904,0.022623586025873384,0.009377131926391967,0.053190588088411685,68.13,23.26909090909091,4.566731696988945,0.21087468304019277
1858_Segur-comtesse-de_Les-Malheurs-de-Sophie,0.6826558891454964,0.682967304846406,3.980316653635653,0.01492343628341552,0.01363416153367015,0.032435924054721205,80.31,10.680617393885425,4.177389322735737,0.14265069616207654
1947_Calet-Henri_Trente-a-quarante,0.7152549889135256,0.7151017551654907,3.3207804758325534,0.014601769911504425,0.006517546387638831,0.03580216808175752,82.95,10.68538681948424,4.2826611605706315,0.18835138903786336
1872_Poisle-Desgranges-Joseph_Roman-d-une-mouche,0.7433591731266148,0.7421072093504252,3.451887984903242,0.02432389182269163,0.012148255139150396,0.04374403549044389,81.33,12.829212628375808,4.273452324478178,0.19538662239089183
1846_Balzac-Honore-de_Une-fille-d’Eve,0.7286852589641435,0.7287478045664857,3.5155921537122583,0.026202090592334495,0.007648945282154453,0.050893372906001634,74.02,19.260526315789473,4.567723277314752,0.20102928451063443
1909_Lesueur-Daniel_Le-droit-a-la-force,0.7215209580838338,0.7219490693050734,3.59772806104752,0.01264591439688716,0.008937010229108094,0.0406292995154633,75.5,11.740675888635966,4.506017807340681,0.19124248706208707
1979_Gary-Romain_Les-clowns-lyriques,0.7081290322580661,0.7082042239876306,3.724728255660142,0.014970563498738435,0.009430554480480946,0.044211368268957864,78.69,14.947250280583614,4.357396005406217,0.17214296440907043
1928_Cami-Pierre-Henri_le-jugement-dernier,0.7277486910994776,0.7272321634363708,3.690434301606447,0.025261906530945837,0.010298380935436268,0.04130864791886885,81.22,12.548168035375868,4.489396513749921,0.1876030457491662
1887_Bourget-Paul_Mensonges,0.7301075268817219,0.7299066241307789,3.8167163565333606,0.016264793367508384,0.018855592661897555,0.06136573224342158,74.22,18.644240172110308,4.4276393084927825,0.18237034239677744
1934_Simenon-Georges_Maigret,0.7271566265060239,0.7281889535585601,3.7182245640997493,0.021022318214542837,0.010311762154869175,0.037054883631282225,84.17,11.206952043772127,4.321539345203906,0.1786042504307869
1932_Audoux-Marguerite_La-fiancee,0.7311016949152543,0.7298938721796311,3.8214680347277032,0.015537276406841624,0.0106752520545624,0.041154791154791155,73.31,19.234267340376665,4.384400448976668,0.1793279679029446
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume 6),0.7411206896551722,0.7403802511909756,3.0913949759486905,0.018018018018018018,0.011851597389213328,0.041137066300240464,82.54,12.305896805896806,4.328541479484875,0.17649995008485575
2005_Millet-Richard_le-gout-des-femmes-laides,0.7201779359430606,0.7195458672315911,3.7370489320591154,0.017327032594208168,0.019618993460335514,0.044960193346602215,20.43,54.04471101417666,4.335821949595432,0.1688694283581186
1905_Le-Roy-Eugene_Le-moulin-du-Frau,0.7090349075975383,0.7095771233707461,3.7741252525252524,0.022165050465070255,0.020727302577573468,0.050094401576095876,70.77,20.807720678632897,4.22421270310192,0.17311669128508125
1911_Leroux-Gaston_Un-homme-dans-la-nuit,0.6900359971202317,0.6907615700901948,4.096245457224241,0.017942372282128336,0.012571058501834929,0.035655177376412175,83.05,10.469706661792927,4.278842628960461,0.15727502836693724
1901_Lesueur-Daniel_L-honneur-d-une-femme,0.7373695198329859,0.7384912280701734,3.6801198664084303,0.01420864675936479,0.01848548388779353,0.05852345632647952,72.16,14.849760059062385,4.584530675151636,0.18357860196877795
1880_Brehat-Alfred-de_Les-Aventures-de-Charlot,0.7373897058823524,0.7365232823304282,3.6899685424676685,0.02089337175792507,0.009068379990821478,0.045745754933455715,81.22,13.479515291402192,4.427975171232877,0.18837756849315068
1977_Modiano-Patrick_Livret-de-famille,0.7280406654343807,0.7277901769190734,3.5207959382532437,0.01968816067653277,0.0075182414334534035,0.04800960561559065,82.04,12.777319020093586,4.428220594571306,0.19872899612236106
1897_Verne-Jules_Le-Sphinx-des-Glaces,0.7323472041612511,0.7326427907037257,4.246922824160611,0.04133659801238657,0.012513163197649476,0.04894759422249379,64.24,18.667239404352806,4.496947197250943,0.19188936274660204
1940_Delly_Le-drame-de-l'étang-aux-biches,0.7418685121107269,0.742113712722089,3.8934473156894893,0.016296123850541265,0.007261285247488806,0.03896889749485659,73.98,13.153369272237196,4.604315662206193,0.17361011496137216
1877_Daudet-Ernest_Les-Persecutees-Severine-Realti-la-baronne-Miroel,0.7237057220708459,0.7242144669012743,3.9508471538372327,0.02542779465856389,0.012693224378617637,0.03952332311882874,77.47,16.208099847172694,4.411013153552402,0.1659987742209231
1910_Leroux-Gaston_Le-parfum-de-la-Dame-en-noir,0.707288280581695,0.7075113823086336,4.059560692031886,0.023401795055338362,0.013527495361146502,0.04393443183664395,77.57,15.170846633226935,4.354006151749842,0.16451422216433387
1891_Feval-Paul_La-vampire,0.7366758747697981,0.7365683609050461,3.7225678440774654,0.02174456385903524,0.013056609332989577,0.055320246031453725,79.3,13.614471949611834,4.449583629204054,0.19669485507714157
1882_Ohnet-Georges_Le-Maitre-de-forges,0.728203592814374,0.7275109726987505,3.9627554711821205,0.023836306176013712,0.008787826978970764,0.045144469140023936,80.41,14.217385118793569,4.513238737566794,0.18427161926871735
1993_Carrere-Emmanuel_je-suis-vivant-et-vous-etes-morts,0.7272553516819592,0.7272850377556604,3.6779192090334893,0.0192892877404714,0.009670662344810715,0.047390067885756226,64.85,20.734871888061058,4.563818972165744,0.1884684147794994
1886_Daudet-Alphonse_La-Belle-Nivernaise,0.7213531353135315,0.7221753515301587,3.3102879728966688,0.018288552720704447,0.0077496372510222926,0.04115552037989711,80.72,12.837810440952863,4.300446128943109,0.2009949070235698
1859_Inconnu_Les-soirees-du-pere-Laurent,0.7392942743009321,0.7388921010911017,3.739925170650901,0.024145035022661722,0.012559872272485364,0.03879723257051623,70.06,18.697614991482112,4.524273761256131,0.17536027212123972
1905_Rolland-Romain_Jean-Christophe_Tome-IV-La-revolte,0.6978787878787909,0.6975640481735539,3.845568193122658,0.021559888579387187,0.008045121887921936,0.04285541272340352,77.37,13.483924611973393,4.46032887975334,0.16324768756423433
1846_Balzac-Honore-de_Gobseck,0.7284980237154143,0.7287843927893658,3.320861678004535,0.02460276781137878,0.011380192951368379,0.045126993502658,77.16,17.121875,4.453002372695748,0.19620368680416134
1892_La-BreteJean-de_Le-roman-d'une-croyante,0.751292372881356,0.7505020263532063,3.7260069225928256,0.018010963194988253,0.014737020411620226,0.03317946980604726,78.89,16.0800796812749,4.385570228686108,0.1576769653873789
1951_Simenon-Georges_Maigret-Lognon-et-les-gangsters,0.7138432835820893,0.7146092816606937,3.9184157279618277,0.01937126411334957,0.011235955056179775,0.037844485437978644,83.76,10.92626953125,4.249162086070519,0.16047727577423246
1859_Ponson-du-Terrail-Pierre_Les-Chevaliers-du-Clair-de-Lune,0.6976850207223296,0.6980318584908886,4.335850811365531,0.019401748040988546,0.009537736519288607,0.04127098775664859,82.44,11.446397479479314,4.321379160479519,0.18665024808952954
1932_Kessel-Joseph_Fortune-Carree,0.7310317460317487,0.730982501940346,3.864049395005347,0.01839740847136483,0.00821268383810791,0.042279460359701454,82.04,13.107821835958719,4.4929138263265855,0.192766715703541
1950_Delly_Le-violon-du-tzigane,0.739798387096774,0.739628546063503,3.7933515744282023,0.017418032786885244,0.00968566883469926,0.035843015646080424,74.19,12.959975178405212,4.493536030644003,0.16547761551352647
1957_San-Antonio_La-tombola-des-voyous,0.745904139433551,0.7450987530519694,3.282621829917036,0.016716095982744674,0.009680015662047813,0.038372017141241214,85.28,9.994278283485045,4.25,0.18530758821692517
1869_Erckmann-Chatrian_Histoire-d-un-paysan_II,0.722700650759221,0.7223824250711279,3.980498411673773,0.029620041117794867,0.012498238539668086,0.050773416582658555,69.55,15.844696969696969,4.472350491337116,0.19448393874957534
1882_Toudouze-Gustave_La-Seductrice,0.7325231910946188,0.7335780379040996,3.7154524190244613,0.012592323525850588,0.007863647322836106,0.04625456703573879,62.51,17.97965451055662,4.562824262869099,0.18192881696094967
1892_Allais-Alphonse_Vive-la-vie,0.7233246073298429,0.7231413160168337,3.2044729496211617,0.020086083213773313,0.008383389919038914,0.04518150953251502,80.51,13.558512885509083,4.507400367681426,0.19960739101984856
1883_Montagne-Edouard_Le-Batard-de-Ravaillac,0.7529846582984644,0.7527530875389439,3.677117934059435,0.01587145594811066,0.0091638907859343,0.0486348241787342,69.21,15.454750847244885,4.577309791436554,0.19422064843090117
1858_Dumas-Alexandre_Black,0.7059372772630116,0.705521978413664,4.004110712165333,0.019914114482563354,0.013400012822978778,0.044032684348129625,64.54,17.155393835616437,4.4312164691203995,0.18759825327510918
1919_Benoit-Pierre_L-Atlantide,0.7270882352941175,0.7265650786179856,3.423113212332728,0.023012335441069762,0.017066651000205622,0.05419616367535176,83.05,12.770679219905851,4.43445673161313,0.17726873793224504
1876_Aimard-Gustave_Le-Chasseur-de-rats_Tome-2-Le-commandant-Delgres,0.7127263479145495,0.713174953697154,4.177732816830747,0.03561330281405682,0.01395821684542266,0.040969857164641896,63.73,15.597453660363227,4.602093486663626,0.1787866420185821
1959_Delly_L'illusion-orgueilleuse-suivi-de-La-voie-divine,0.7316853932584272,0.7318741447504041,3.8234057757787214,0.018710493046776234,0.008906185682745201,0.039123601392059275,74.49,12.361813186813187,4.545725270573594,0.1685223459341734
1905_Dourliac-Arthur_Ma-petite,0.7402384737678853,0.7400844452219295,3.44615400962693,0.017121702915316984,0.006859320419180692,0.03940933629723722,67.08,17.669132481506388,4.635057471264368,0.19812362030905079
1811_Chateaubriand-François-Rene-de_Oeuvres-completes,0.7244942294636828,0.7239626922449937,3.8030665172417213,0.04704893929846671,0.010698744798278426,0.06436897092466753,69.25,19.397058823529413,4.464255902466668,0.1993781637451084
2015_Nothomb-Amelie_Le-crime-du-comte-Neville,0.7252654867256634,0.7240304536979238,3.3545142516042383,0.014791336502905442,0.013392265193370166,0.036331491712707185,75.2,11.643685173886515,4.338031859149026,0.16333053867113811
1982_Le-Clezio-Jean-Marie-Gustave_La-ronde-et-autres-faits-divers,0.6793712212817421,0.6787060018869796,4.156884405352454,0.01176759009561167,0.007768233602744856,0.045522090536769234,76.15,19.242145178764897,4.2035978716815405,0.19526477295121195
1972_San-Antonio_Appelez-moi-cherie,0.7435496183206111,0.7431581829527679,3.1953573661179413,0.016777350576721427,0.010048078146065986,0.04052300882704586,85.69,9.653828996282527,4.38281322202027,0.19857675364283295
1879_Lachese-Marthe_Le-Mariage-de-Renee,0.740747217806042,0.7408813424527046,3.8277662811929396,0.02138783269961977,0.012355285934348648,0.03874922580952532,81.22,13.471381327906386,4.404316791298436,0.16447616889493163
1893_Verlaine-Paul_Mes-prisons,0.7329375000000005,0.7329564510073543,2.898244612530327,0.02852153667054715,0.008768111435855978,0.050991853740439026,62.51,19.748529411764707,4.523568396753295,0.21699307468910567
1908_Dhanys-Marcel_Marcel-Dhanys-Le-Roman-du-grand-Conde,0.7204565217391289,0.7196731187472286,3.719908247796957,0.029159073158031762,0.015234705614271144,0.049067905119468735,77.16,16.482362592288762,4.158222177981286,0.16882341230340434
1941_Jaloux-Edmond_Les-Visiteurs,0.7325087108013939,0.7321627748809812,3.706021266546675,0.016679726855479683,0.01025382124577835,0.04099787611851955,73.17,12.184615384615384,4.424120234604105,0.16650374714890845
1865_Robert-Clemence_Le-Baron-de-Trenck,0.7235467128027694,0.724040972534912,3.6585694157902684,0.026362038664323375,0.01037254732474717,0.05042786757714582,76.86,15.417548226509023,4.397158540523087,0.1914958023894091
1988_Pagnol-Marcel_Jean-De-Florette,0.7148004201680696,0.7148564490186656,3.763400532650103,0.01789645621759818,0.017212408897103612,0.04779357711453235,78.48,13.636821100121464,4.284912646808078,0.18848693837559963
1924_Le-Rouge-Gustave_Cinq-nouvelles-extraordinaires,0.7350515463917524,0.7354542638860131,2.849479248442979,0.03676470588235294,0.007256004087889627,0.06765457332652018,61.5,20.963768115942027,4.832123516534163,0.23493490033413988
1878_Cherbuliez-Victor_L-idee-de-Jean-Teterol,0.7192753623188421,0.7191501985833867,3.8754893746667682,0.015327946768060836,0.01295591898206252,0.040016605201675964,77.16,15.459534560611324,4.253347712770738,0.1736991102723106
1984_Michon-Pierre_Vies-Minuscules,0.7379211956521736,0.7375219542698638,3.2581381815616846,0.015439182140621741,0.015340546557880018,0.05485942357556916,49.66,22.64411557434813,4.450143159467197,0.20278849744802688
1879_Houssaye-Arsene_Arsene-Houssaye-L-Eventail-brise-Angele,0.7089106753812644,0.7087116885382202,3.9560195625834638,0.022082459818308874,0.012128866484479623,0.044650342417280914,80.72,13.804214223002633,4.2195891369331555,0.17154487057177384
1975_Simon-Claude_Leçon-De-Choses,0.7270960187353627,0.7266394423713183,3.5221721337681435,0.031707709641075166,0.016928912615903343,0.06652149480191065,69.75,21.705426356589147,4.384897959183673,0.22035714285714286
1874_Feval-Paul_Le-dernier-vivant_2,0.7380865603644647,0.7388706976108192,3.7347062020653423,0.026582547671368823,0.010834186866962558,0.043234323432343236,82.95,12.053420507096156,4.268432402397238,0.17889319591993333
1891_Allais-Alphonse_a-se-tordre,0.7179560439560443,0.718016119442379,3.298914782811091,0.01951467843203801,0.00938255328499231,0.04163920017578554,80.41,13.456667845772904,4.4603333158088425,0.19630934230587246
2004_Foenkinos-David_Le-potentiel-erotique-de-ma-femme,0.7338496583143512,0.7342005246948695,3.625071161996331,0.0181294964028777,0.006464241817271362,0.043041835480493465,71.95,14.699653446284174,4.568461034708579,0.18886705959397512
1967_Tournier-Michel_Vendredi-ou-les-limbes-du-Pacifique,0.7306557377049187,0.7301779126014988,3.6450759836554796,0.02722940776038121,0.008337768316480398,0.05611277138685335,65.25,21.38155339805825,4.593546141155459,0.212626193827665
1878_Feval-Paul_Contes-de-Bretagne,0.7327910958904107,0.7325117298537569,3.6628954196188004,0.019554342883128694,0.007555943039814008,0.05084021402806982,80.11,13.254111405835543,4.426352865834134,0.20479106628242075
1872_Verne-Jules_Le-tour-du-monde-en-quatre-vingts-jours,0.7185058823529431,0.718824214613532,3.8704169248473046,0.036865554293701405,0.007944622689184265,0.04651600089318243,71.65,14.9688154039347,4.627368185567875,0.20097593713734427
1876_Sand-George_Horace,0.7133750000000061,0.7133465377807028,4.041507398757972,0.024915015338694967,0.013309835073782781,0.04129073835389431,73.1,18.280983786754604,4.349021788964968,0.15651376560515298
1899_Loti-Pierre_La-chanson-des-vieux-epoux,0.7303125000000001,0.7314934441957252,2.7457022380797924,0.035175879396984924,0.006199628022318661,0.04618722876627402,65.09,23.18032786885246,4.591937765205092,0.20297029702970298
1922_Margueritte-Victor_Poum_(aventures-d-un-petit-garçon),0.6972474747474736,0.6983217879354299,3.2542935513741114,0.01667849538679915,0.007111693944972638,0.038130784556023506,83.25,10.480987975300618,4.255100775193799,0.19885271317829456
1893_Maizeroy-Rene_La-fete,0.7123705722070839,0.7128883799552418,3.2484179921327176,0.016935644550707313,0.017837235228539576,0.06724311390271093,53.51,38.1640903686088,4.59857926221336,0.20332751744765704
1887_Adam-Paul_La-glebe,0.7169607843137253,0.7183170080142165,2.7975601891659503,0.0060377358490566035,0.006074857926709779,0.04693317656280619,81.63,12.017906336088155,4.554727793696275,0.22051575931232092
1999_Adam-Olivier_Je-vais-bien-ne-t-en-fais-pas,0.6879874213836478,0.6884668430001516,3.367166950332663,0.014722753346080307,0.005336346799761434,0.03327369181027717,85.28,10.6776,4.242826103244175,0.1788416872705477
1961_San-Antonio_Y-a-bon-San-Antonio,0.7409767441860452,0.740714335656165,3.2227395134419643,0.01841675330461904,0.009812584290564107,0.03983165139747942,83.76,11.53736991485336,4.298920322536559,0.18882055487221538
1846_Musset-Paul-de_Monsieur-le-Vent-et-Madame-la-Pluie,0.7254705882352941,0.7243618587666806,3.461237944084971,0.012495266944339266,0.010481320997774915,0.03940742475699731,79.6,14.316553727008712,4.362093447832849,0.20204205828656435
1835_Corbiere-Edouard_Scenes-de-mer_Tome-I,0.7301934235976787,0.7310792815112809,3.6277763023636136,0.017557155488189972,0.027065664663949152,0.055387052527867395,74.12,19.21912013536379,4.391534973808161,0.17266804595677246
2002_Volodine-Antoine_Dondog,0.7056269757639645,0.7051088079624201,3.828333346216578,0.021285475792988316,0.007572805308336405,0.04493127600189584,73.07,14.343848580441641,4.596974806343621,0.18504264105759596
1867_Feval-Paul_L-avaleur-de-sabres_Tome-VI-Les-Habits-Noirs,0.7366159052453515,0.7368728169419406,4.011475063112847,0.019893558451091944,0.008493311376299939,0.04269778249001782,79.09,14.11583155154783,4.405304127920761,0.18883854482231766
1882_Sand-George_Le-dernier-amour,0.7110463968410672,0.7109049684347938,3.9330199396717203,0.019723085617406048,0.01528849760161077,0.037268797252215796,77.47,15.718387729623684,4.241146902976184,0.14122973233635527
1834_Hugo-Victor_Claude-Gueux,0.6954807692307691,0.6932408123790891,3.114372832715533,0.02389937106918239,0.011878532426477632,0.041670658109014276,80.31,13.263703703703703,4.376521836256003,0.1945716519602368
2019_Dabos-Christelle_La-Passe-miroir_4-La-Tempete-des-echos,0.7381365416899878,0.7375365482347128,4.079494994218312,0.028907021844926634,0.007926518876526428,0.04290501043257425,73.68,13.062730627306273,4.602503852080123,0.18782742681047765
1904_Moselly-Emile_Jean-des-Brebis-ou-Le-livre-de-la-misere,0.724440433212997,0.7232694463530162,3.5765505796096306,0.014274279615795091,0.004638570526125801,0.05394819962097284,71.78,20.616438356164384,4.574044850498339,0.22605897009966777
1851_Dumas-Alexandre_Olympe-de-Cleves_I,0.6868075539568369,0.6861751665962154,3.9860434477316984,0.0200199612516879,0.01411551178838413,0.03702738642898217,78.18,14.173044671443817,4.386204967674616,0.17589096502834523
1882_Greville-Henry_Madame-de-Dreux,0.737928571428571,0.7374337282249809,3.78440238572013,0.017339990921470722,0.009446886237798961,0.046107083737656256,77.57,14.477998065764023,4.395835072894574,0.17244200998647316
2006_Jourde-Pierre_L-Heure-et-l-ombre,0.7198465171192462,0.7196864811227368,3.8534515769685997,0.010876706328929118,0.011209307264811034,0.045910962702504984,71.34,16.299603174603174,4.527652667883952,0.18422939068100358
1884_Badin-Adolphe_Couloirs-et-coulisses,0.7187770897832817,0.7184480436028082,3.6964938078717,0.01627721190333533,0.015259268420889892,0.0399183698710615,75.34,17.54993678887484,4.3345519377611295,0.15710992652355568
1881_Sand-George_Jeanne,0.7091377983063933,0.7092338489255574,4.0255021000621545,0.01665765810033905,0.013209521318336385,0.042082749919219585,77.77,16.135013762132406,4.290079008798707,0.15700305261267733
1883_Pontmartin-Armand-de_Les-Corbeaux-du-Gevaudan,0.7316921508664641,0.7315340752603937,3.8018406346181477,0.024513947590870666,0.01065911221619859,0.05012636041250561,67.28,15.28561033290886,4.4949598333829215,0.19271645343647723
1842_Sue-Eugene_Oeuvres,0.71298473282443,0.7130538350504508,3.929824984185318,0.02044401852739179,0.012118807045392106,0.045453157910803135,79.6,13.612575813838346,4.408152687859169,0.18112133556412308
1845_Balzac-Honore-de_Une-passion-dans-le-desert,0.7522222222222222,0.7569871043376322,2.2173112338858196,0.018633540372670808,0.008403361344537815,0.03676470588235294,77.57,14.814814814814815,4.50125,0.1675
2015_Claro_Dans-la-queue-le-venin,0.7378403755868544,0.7376819851209946,2.9703054223729173,0.013474494706448507,0.008670384777616348,0.04316445610910625,64.44,21.18058690744921,4.55259511883193,0.19833741873601193
1894_Allais-Alphonse_Rose-et-vert-pomme,0.7194814814814816,0.721562499999981,3.182121550787829,0.02186421173762946,0.010415895347402197,0.04721708009379242,71.95,13.183203125,4.469525022963643,0.19879107529111972
2008_Grange-Jean-Christophe_Miserere,0.7262687366167104,0.7261170984512167,3.776936185569077,0.022696527882158424,0.005816504532271701,0.042144240750848126,78.35,8.482107574094401,4.550141060151154,0.21747204679573454
1895_Leblanc-Maurice_Contes,0.7088450704225346,0.7081393054458964,3.2323142814946095,0.012323232323232323,0.007561489810260014,0.03966268446943078,84.27,10.752293577981652,4.44863481228669,0.19877133105802047
