title,indegree,pagerank,betweenness,closeness,canonisation_score,louvain_cluster,leiden_cluster
1957_Simenon-Georges_Maigret-s-amuse,0.0,6.968843616809902e-05,0.0,0.0,0.3,0,7
1909_Farrere-Claude_La-Bataille,0.9998820902461408,8.939081827470002e-05,0.0,0.00033791216297605295,0.1,1,11
1899_Bazin-Rene_La-terre-qui-meurt,0.9996765045480384,0.00010760104497945667,0.0,0.0011262451299816213,0.0,2,17
1913_Rosny-aine-J-H_La-Force-mysterieuse,0.0,6.968843616809902e-05,0.0,0.0,0.0,3,8
1911_Chateaubriant-Alphonse-de_Monsieur-des-Lourdines,2.9994514753092822,0.00016134242551143764,2.9705044899175364e-06,0.0013514914127778243,0.0,2,19
1857_About-Edmond_Le-Roi-des-montagnes,3.9986615893130337,0.0001763649464832025,5.141257771011121e-06,0.0017100390084207814,0.0,4,0
1963_Beauvoir-Simone-de_La-force-des-choses_1,0.9990478954181012,8.938775604707354e-05,1.942252935715312e-06,0.00033763024515650594,0.3,3,8
1897_Ivoi-Paul-d-_Jean-Fanfare,2.998625778768669,0.00017627500926276676,7.19776087941557e-06,0.0022419607437939868,0.0,5,16
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-II,11.996327558669643,0.0009793409098076764,0.0002476943743900469,0.015886347235877694,0.0,6,1
1897_Gide-Andre_Les-nourritures-terrestres,5.996581960644098,0.0002351796595324128,8.271712502693449e-05,0.0024320829758572417,0.3,2,19
1960_Delly_La-colombe-de-Rudsay-Manor,0.9999573131497052,8.93898720669895e-05,6.169509325213345e-06,0.00033793758470757187,0.0,7,15
1832_Karr-Alphonse_Sous-les-tilleuls,11.987403931863199,0.0031821285313234087,0.0006335172075612592,0.05995746051815467,0.0,8,3
2007_Musso-Guillaume_Parce-que-je-t-aime,0.0,6.968843616809902e-05,0.0,0.0,0.0,9,6
1935_Calet-Henri_La-belle-lurette,0.0,6.968843616809902e-05,0.0,0.0,0.0,10,4
1904_Rolland-Romain_Jean-Christophe_Tome-III-L-adolescent,1.999345841268099,0.0001090929428360046,3.0847546626066727e-06,0.0006756829468345459,0.25,14,3
1953_de-La-Varende-Jean_L-Homme-aux-gants-de-toile,0.0,6.968843616809902e-05,0.0,0.0,0.0,1,11
1837_Nodier-Charles_Ines-de-Las-Sierras,7.989506615792838,0.0020436183616944024,0.000503043510350266,0.04284789240564629,0.0,3,8
1893_Malot-Hector_En-Famille,0.0,6.968843616809902e-05,0.0,0.0,0.0,14,5
1876_Malot-Hector_Ida-et-Carmelita,1.999741764065487,0.00015733498935125218,2.650604006387956e-05,0.0023758229484957443,0.0,14,5
1899_Mirbeau-Octave_Le-Jardin-des-supplices,3.996310439590355,0.0001770451512495421,2.673454040925783e-05,0.001705578162533389,0.0,12,9
1888_Beaugrand-Honore_Jeanne-la-fileuse,0.0,6.968843616809902e-05,0.0,0.0,0.0,13,1
1918_Leblanc-Maurice_Le-Triangle-d-or,0.999820979650019,9.495541272280935e-05,2.0565031084044485e-06,0.00045050413822596015,0.0,14,17
1917_Boylesve-Rene_Le-Bonheur-a-cinq-sous,1.9996666840333637,0.00012736110195417144,2.9705044899175364e-06,0.0009010351745786236,0.0,2,19
1926_Leroux-Gaston_Le-coup-d-Etat-de-Cheri-Bibi,0.0,6.968843616809902e-05,0.0,0.0,0.0,6,5
1861_Pommier-Armand_La-Benjamine,7.997605327091964,0.0004921086692559182,8.603038003491943e-05,0.009431836796022669,0.0,1,11
1979_Ajar-Emile-Gary-Romain_L-angoisse-du-roi-Salomon,0.9960819202451962,8.936398917883458e-05,1.4852522449587682e-06,0.00033662788788279695,0.0,8,3
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-3),1.9987949192179912,0.00046210743387609864,1.6680525212613858e-05,0.01801284594742907,0.0,0,10
1997_Ernaux-Annie_La-honte,0.0,6.968843616809902e-05,0.0,0.0,0.0,15,4
2007_Nothomb-Amelie_Le-fait-du-Prince,0.9997884197064908,8.938967621936457e-05,1.1425017268913602e-07,0.0003378805068288242,0.0,15,4
1844_Tarbe-Des-Sablons-Michelle-Catherine-Josephine-Guespereau-Mme-Sebastien-Andre_Onesie-ou-les-Soirees-de-l-abbaye-suivie-de-Enguerrand-ou-le-Duel,5.998649055165883,0.0005709583562329195,4.649982028447836e-05,0.016244004147337374,0.0,16,0
1861_Gondrecourt-Aristide-de_Le-Pays-de-la-peur_Tome-1,3.999163203946975,0.00020572716404116585,1.3024519686561506e-05,0.0022841537691246907,0.0,15,4
1857_Ulbach-Louis_Parents-coupables-memoires-d-un-lyceen,5.998752207158642,0.0006086831493723338,8.637313055298683e-05,0.011971926180794408,0.0,8,20
1863_Gautier-Theophile_Le-capitaine-Fracasse,5.995572085595487,0.00029893748512661167,4.113006216808897e-05,0.004112575296607157,0.54,7,1
1858_Segur-comtesse-de_Les-Malheurs-de-Sophie,7.913428092242123,0.000588845611650238,0.00013755720791771978,0.0067884018255754556,0.12,17,3
1947_Calet-Henri_Trente-a-quarante,0.0,6.968843616809902e-05,0.0,0.0,0.0,15,19
1872_Poisle-Desgranges-Joseph_Roman-d-une-mouche,3.9990072786940063,0.00045718229654192187,3.987331026850847e-05,0.005975944208820383,0.0,18,12
1846_Balzac-Honore-de_Une-fille-d’Eve,1.9998749197183288,0.00014504229606839271,4.570006907565441e-06,0.0021794197584321727,0.3,3,18
1909_Lesueur-Daniel_Le-droit-a-la-force,1.9997578324397325,0.00014168380516284995,6.740760188659025e-06,0.0013515737504359328,0.0,1,11
1979_Gary-Romain_Les-clowns-lyriques,0.0,6.968843616809902e-05,0.0,0.0,0.0,2,17
1928_Cami-Pierre-Henri_le-jugement-dernier,0.0,6.968843616809902e-05,0.0,0.0,0.0,19,6
1887_Bourget-Paul_Mensonges,1.999472108698456,0.00017545393941562163,6.569384929625321e-05,0.002357175922074098,0.15,16,0
1934_Simenon-Georges_Maigret,0.999911766049325,8.93895516123765e-05,3.313255007984945e-06,0.00033792219197341155,0.3,4,0
1932_Audoux-Marguerite_La-fiancee,0.9996396215378346,8.938842812025295e-05,2.3992536264718564e-06,0.0003378302201885213,0.0,4,0
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume 6),5.995758303858721,0.0003803108219347055,6.215209394288999e-05,0.007950403504775027,0.0,18,12
2005_Millet-Richard_le-gout-des-femmes-laides,2.9904944241062514,0.00014710996615082214,3.4389301979429946e-05,0.001077099457728326,0.0,20,21
1905_Le-Roy-Eugene_Le-moulin-du-Frau,0.9985756995994411,8.938509046791383e-05,1.8280027630261764e-06,0.0003374706656300916,0.0,0,2
1911_Leroux-Gaston_Un-homme-dans-la-nuit,0.9991163386424344,0.00011845835034724385,2.7420041445392643e-06,0.0009338944202541261,0.0,14,3
1901_Lesueur-Daniel_L-honneur-d-une-femme,0.9998809028016924,8.938989424030266e-05,4.684257080254577e-06,0.00033791176167681394,0.0,3,8
1880_Brehat-Alfred-de_Les-Aventures-de-Charlot,9.999255177406695,0.0003886526321196866,6.08953420433095e-05,0.00413955685262052,0.0,9,6
1977_Modiano-Patrick_Livret-de-famille,0.0,6.968843616809902e-05,0.0,0.0,0.24,15,4
1897_Verne-Jules_Le-Sphinx-des-Glaces,0.9994204868221078,8.938759861082342e-05,0.0,0.0003377561631707022,0.15,6,1
1940_Delly_Le-drame-de-l'étang-aux-biches,2.9997971683335174,0.0001550922658394106,7.426261224793841e-06,0.0013034123630635435,0.0,5,16
1877_Daudet-Ernest_Les-Persecutees-Severine-Realti-la-baronne-Miroel,2.9994261085504355,0.00013992382146747553,1.7137525903370403e-06,0.001013662079042361,0.0,16,7
1910_Leroux-Gaston_Le-parfum-de-la-Dame-en-noir,0.999860668441946,9.495371750095264e-05,2.2850034537827205e-07,0.0004505426019825737,0.0,14,5
1891_Feval-Paul_La-vampire,4.999638074798057,0.00023165889418750788,2.9248044208418822e-05,0.0022528321005865566,0.0,9,6
1882_Ohnet-Georges_Le-Maitre-de-forges,2.9996186579404114,0.00013992293112339904,1.633777469454645e-05,0.0012068075088972824,0.0,6,1
1993_Carrere-Emmanuel_je-suis-vivant-et-vous-etes-morts,0.0,6.968843616809902e-05,0.0,0.0,0.0,7,11
1886_Daudet-Alphonse_La-Belle-Nivernaise,7.997793702391618,0.000370275834445116,1.4852522449587683e-05,0.0038855408092814993,0.3,18,12
1859_Inconnu_Les-soirees-du-pere-Laurent,4.998804431041418,0.0003584428007563727,2.7991292308838325e-05,0.008041001923231674,0.0,7,1
1905_Rolland-Romain_Jean-Christophe_Tome-IV-La-revolte,0.9997613434217496,8.939004984866119e-05,2.2850034537827205e-07,0.0003378713563439505,0.25,14,9
1846_Balzac-Honore-de_Gobseck,1.999725479023867,0.00023763688093364103,8.717288176181078e-05,0.009651813381359124,0.3,3,4
1892_La-BreteJean-de_Le-roman-d'une-croyante,0.0,6.968843616809902e-05,0.0,0.0,0.0,4,0
1951_Simenon-Georges_Maigret-Lognon-et-les-gangsters,1.9998293918849306,0.00013911248449008666,2.936229438110796e-05,0.000938632053529782,0.3,8,2
1859_Ponson-du-Terrail-Pierre_Les-Chevaliers-du-Clair-de-Lune,1.984179804807579,0.00010909391873798057,6.398009670591617e-06,0.0006705149265844153,0.0,14,3
1932_Kessel-Joseph_Fortune-Carree,1.999836110651667,0.00011465607357567823,1.6223524521857314e-05,0.0007603034376862828,0.0,13,6
1950_Delly_Le-violon-du-tzigane,2.9997340213876456,0.00014706090627997898,2.182178298362498e-05,0.0013798607206264037,0.0,7,15
1957_San-Antonio_La-tombola-des-voyous,1.999901873769451,0.00014483600714193734,4.912757425632849e-06,0.0018855995802003612,0.0,18,12
1869_Erckmann-Chatrian_Histoire-d-un-paysan_II,4.999393246035279,0.00024805975088873315,2.182178298362498e-05,0.0029589510383705563,0.0,6,1
1882_Toudouze-Gustave_La-Seductrice,1.9994582022578196,0.00010908860226148032,4.798507252943713e-06,0.0006757209174279038,0.0,7,1
1892_Allais-Alphonse_Vive-la-vie,4.999302923591611,0.0002475248563454689,3.6331554915145256e-05,0.0018771850726265655,0.0,10,4
1883_Montagne-Edouard_Le-Batard-de-Ravaillac,2.998928654201698,0.00016806346961874093,5.826758807145937e-06,0.0017736832820281637,0.0,5,8
1858_Dumas-Alexandre_Black,2.9993806097370763,0.000155780961951621,1.2224768477737554e-05,0.0013514342584207768,0.15,14,5
1919_Benoit-Pierre_L-Atlantide,0.0,6.968843616809902e-05,0.0,0.0,0.1,15,4
1876_Aimard-Gustave_Le-Chasseur-de-rats_Tome-2-Le-commandant-Delgres,0.9994818740951238,8.938850682328316e-05,6.398009670591617e-06,0.0003377769091230563,0.0,6,1
1959_Delly_L'illusion-orgueilleuse-suivi-de-La-voie-divine,1.9998324962832543,0.0001293808825969915,4.570006907565441e-07,0.0010559425178723154,0.0,13,6
1905_Dourliac-Arthur_Ma-petite,2.9985570689429957,0.00016936021718266033,2.547778850967733e-05,0.002039009962726631,0.0,3,8
1811_Chateaubriand-François-Rene-de_Oeuvres-completes,19.97739746790034,0.06644714618213286,0.0,0.24678555297237256,0.24,13,1
2015_Nothomb-Amelie_Le-crime-du-comte-Neville,0.0,6.968843616809902e-05,0.0,0.0,0.0,15,4
1982_Le-Clezio-Jean-Marie-Gustave_La-ronde-et-autres-faits-divers,1.9863860152778727,0.0001090880219756487,1.1425017268913603e-06,0.0006712951152358494,0.0,17,3
1972_San-Antonio_Appelez-moi-cherie,0.0,6.968843616809902e-05,0.0,0.0,0.0,10,13
1879_Lachese-Marthe_Le-Mariage-de-Renee,1.999908268661097,0.00011667657261110083,5.712508634456801e-07,0.000768008412844109,0.0,4,0
1893_Verlaine-Paul_Mes-prisons,0.9997921887411488,8.939456953110364e-05,0.0,0.0003378817805816657,0.42,11,14
