title,indegree,pagerank,betweenness,closeness,eigenvector,canonisation_score,louvain_cluster,leiden_cluster
ABDALLAH_noWikiID,80.71672405165681,0.003088166745637498,0.0009558166065427188,0.4140866434092677,0.05883174854679556,0.0560723413501725,0,1
ABU_TELFAN_Q335418,86.58735021728165,0.0027689704150250516,0.0006444053895723491,0.357685851734141,0.04720747031906567,0.135719851904178,1,0
ADAMS_ERSTES_ERWACHEN_UND_ERSTE_SEELIGE_NAECHTE_noWikiID,31.384660850225888,0.0007984819143294059,0.009367002744118644,0.34123591831112726,0.010682790842295908,0.0275134422375932,0,1
ADDRICH_IM_MOOS_noWikiID,76.72549703025513,0.0027257754469686367,0.0015231400117164617,0.38099976848984296,0.06489522045052187,0.0221068485323305,2,4
ADELE_noWikiID,44.57247214139249,0.0011310316059662106,0.012548947060093114,0.3838588481793843,0.014613482247608741,0.0205467828522686,3,1
AESTHETISCHE_FELDZUEGE_noWikiID,11.805765824310782,0.0003399601408633863,0.0006012394783091295,0.21981717610258628,0.00014031310921482686,0.0275134422375932,1,0
AGATHODAEMON_noWikiID,30.723789089153197,0.000560085308097357,0.0005519070082940215,0.2438999330152617,0.0014703843154309031,0.0741722353260478,1,0
AGNES_VON_LILIEN_Q105642294,79.51721783114155,0.0029273956403609988,0.0010976474578361544,0.40136780971388814,0.07210519604326081,0.0205467828522686,4,3
AHNUNG_UND_GEGENWART_Q402329,73.74114519335146,0.002824159251459815,0.002330959208213856,0.41811163417783836,0.06681752911518228,0.740328921716904,0,1
ALSO_SPRACH_ZARATHUSTRA_Q199774,45.78968908216343,0.0007689458253470927,0.0008540683871365584,0.2603350635414383,0.002115217819483871,0.0205467828522686,5,2
ALTERSHAUSEN_noWikiID,91.70747960088114,0.003930068897467961,0.0007831529614898405,0.4287331461915724,0.09230460152832694,0.0560723413501725,3,0
ALTE_NESTER_Q436036,44.80876534252145,0.0013144788757650668,0.005127493602195295,0.3913626069210827,0.021725555609879134,0.0645339993923284,0,1
AMANDA_UND_EDUARD_noWikiID,79.7065614211741,0.003069389478746279,0.0018283846699349428,0.4396801277430256,0.06693545024044573,0.0424309919848873,3,1
AMAZONENSCHLACHT_noWikiID,29.44331191136787,0.0008274853895158279,0.008966176425245892,0.30709019649612557,0.008903582291041247,0.0205467828522686,2,4
ANDREA_DELFIN_Q28054637,58.49091491909152,0.0015868999621409395,0.004584836432029106,0.3900419314328143,0.024286604341467823,0.0560723413501725,0,1
ANDROGYNE_noWikiID,18.795744979321483,0.0004401529383672728,0.011059723121512039,0.3139157183958872,0.0013577949158011967,0.0205467828522686,3,0
ANGELA_BORGIA_noWikiID,81.37038314387503,0.0028973381120116827,0.0009034008571516664,0.39353897423450146,0.07212248695564336,0.0975111340573339,4,3
ANNA_noWikiID,39.569691177228364,0.0011468626210569574,0.005815064903030864,0.33801940201350533,0.021105537134663316,0.0367536016133564,4,3
ANTON_REISER_Q593385,33.51258954171812,0.0005772332621539662,0.004510837727006444,0.26639767940532755,0.0015719369796044801,0.827943039612669,1,0
AN_HEILIGEN_WASSERN_noWikiID,67.8336106433654,0.001708814725124724,0.002898282613387599,0.32673105950020626,0.01456049336319957,0.0205467828522686,5,2
AQUIS_SUBMERSUS_Q623355,21.888512784667576,0.0005545771152662411,0.0062621404125427806,0.33465200885169255,0.004467843466582108,0.389868771519071,0,1
ARBEIT_noWikiID,29.394986357555315,0.0007020150017919267,0.007581783985446921,0.2832596425993216,0.003525267397721207,0.0205467828522686,5,2
ARDINGHELLO_noWikiID,41.74694165632821,0.001202449744305624,0.011303302192211635,0.3606916581720995,0.02209326099866523,0.274620702296579,4,3
ARDISTAN_UND_DSCHINNISTAN_Q639501,91.36164504475275,0.002436512423182533,0.00024049579132365184,0.32347112645706627,0.02446880996335639,0.0601640846066759,5,2
ARIEL'S_OFFENBARUNGEN_noWikiID,56.04172727694534,0.001168915455187285,0.0007739031233620078,0.2740688900589108,0.006674965537800046,0.0601640846066759,5,2
ARISTIPP_UND_EINIGE_SEINER_ZEITGENOSSEN_noWikiID,38.525408784126526,0.0006865077424892744,0.00016958036567693398,0.2571255576456549,0.0027225291815035674,0.0645339993923284,1,0
"ARMUT,_REICHTUM,_SCHULD_UND_BUSSE_DER_GRAEFIN_DOLORES_Q689540",6.915549592425162,0.0004231959074496253,0.004905497487127308,0.3329502839902768,0.003685711528965856,0.154236863598718,3,0
ASIATISCHE_BANISE_noWikiID,39.78257333565018,0.001050193647106221,0.0024203743101162394,0.31713994470779205,0.014284099960064574,0.0394945910733656,4,3
ASPASIA_noWikiID,26.318798598280875,0.0006633203641305872,0.011790460333610827,0.33114442468804633,0.006743089531659301,0.0205467828522686,4,3
AUCH_EINER_Q758582,95.7172255094073,0.003812907921561065,0.00037307680448925474,0.4123159820533408,0.09937908320352161,0.0221068485323305,4,4
AUF_DEM_STAATSHOF_noWikiID,45.843775604444325,0.001271008484194115,0.005663984213609595,0.37405023145729005,0.021566078124479134,0.0741722353260478,0,1
AUF_DER_UNIVERSITAET_Q15792139,39.60442131896753,0.001195850661004087,0.0019856319181081,0.36085895399737744,0.019137413970653622,0.0560723413501725,0,1
AUF_DER_WEGWACHT_noWikiID,80.73223795759714,0.003154961012914689,0.0007307372120987883,0.41405754005880374,0.07064950497265196,0.0205467828522686,2,4
AUF_ZWEI_PLANETEN_Q4310936,56.70334284084937,0.001991876479602503,0.0025344556470261767,0.38548623994464454,0.04507926499790226,0.0205467828522686,2,4
AUSWAHL_AUS_DES_TEUFELS_PAPIEREN_noWikiID,21.668585467989466,0.0004415058299346553,0.0006289889926926279,0.23146998203903782,0.0006264592113390732,0.0645339993923284,1,0
AUS_DEM_BOEHMERWALDE_noWikiID,64.76425912255002,0.00231023711369285,0.0016063885548669565,0.3639006740559463,0.05321035223211168,0.0205467828522686,2,4
AUS_DEM_LEBEN_EINER_FRAU_Q101323690,62.746459767584994,0.0018314968699640072,0.0010082323559337711,0.35198639887797517,0.03923162482243987,0.0275134422375932,4,3
AUS_DEM_LEBEN_EINES_TAUGENICHTS_Q777658,33.65373608695614,0.0007162926830173763,0.00793636111368051,0.33743338761946395,0.005457394452251284,0.462879594039226,3,1
AUS_DEN_MEMOIREN_DES_HERRN_SCHNABELEWOPSKI_noWikiID,71.73270097778477,0.003121019635717415,0.003299108932260352,0.425875546004814,0.07975443254210515,0.259978377605495,3,4
AUS_DER_CHRONIKA_EINES_FAHRENDEN_SCHUELERS_Q777681,18.737721992058216,0.0004001381170680162,0.013174852773409799,0.27815563733103243,0.0003081817749373261,0.0851189742374057,3,1
