title,indegree,pagerank,betweenness,closeness,eigenvector,canonisation_score,louvain_cluster,leiden_cluster
1957_Simenon-Georges_Maigret-s-amuse,522.3088163103647,0.0008349828196796684,3.96448099231302e-05,0.4620559995769188,0.03775520070440063,0.3,0,0
1909_Farrere-Claude_La-Bataille,296.8909242578842,0.00023762572651620927,0.00033600975787874903,0.36687405805508816,0.005836459978693602,0.1,1,1
1899_Bazin-Rene_La-terre-qui-meurt,573.7087979415037,0.0006394841554068334,3.2104298525647225e-05,0.42447721247741854,0.021240506244743912,0.0,0,0
1913_Rosny-aine-J-H_La-Force-mysterieuse,43.256639081739074,6.024699529568137e-05,0.0006167224321759563,0.26129017483127365,4.4251038204825195e-05,0.0,1,1
1911_Chateaubriant-Alphonse-de_Monsieur-des-Lourdines,325.93393643463156,0.0003067641953859249,0.0007142920796524785,0.4356451425712203,0.009509151386348226,0.0,3,4
1857_About-Edmond_Le-Roi-des-montagnes,312.2583919500394,0.0002885037439644587,0.0008103764748840418,0.3918988168872424,0.009361424514097437,0.0,4,2
1963_Beauvoir-Simone-de_La-force-des-choses_1,267.7803600507663,0.00020006529058965236,0.00035885979241657626,0.3452601830015921,0.004381177402608693,0.3,1,1
1897_Ivoi-Paul-d-_Jean-Fanfare,230.12094618012065,0.00020735905569207216,0.0004198693846325749,0.3452205576264408,0.005721527268356742,0.0,1,1
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-II,300.40990390416584,0.0003285658940359807,0.00035668903913548266,0.41664642273022506,0.012836580318423307,0.0,2,3
1897_Gide-Andre_Les-nourritures-terrestres,199.34760935070284,0.0001823908806259137,0.0009559311948900011,0.40826020048725975,0.0042936421336143196,0.3,3,4
1960_Delly_La-colombe-de-Rudsay-Manor,448.438501299343,0.0007105073803186082,3.233279887102549e-05,0.43256915241421495,0.037193128066466734,0.0,1,3
1832_Karr-Alphonse_Sous-les-tilleuls,289.71459993520574,0.00018976783542729492,0.00028756768465855535,0.32222884493646387,0.0024441424842820184,0.0,0,0
2007_Musso-Guillaume_Parce-que-je-t-aime,191.61971187155916,0.00026832003599362714,0.0015301525628255987,0.41721194068234735,0.01012602671500706,0.0,4,2
1935_Calet-Henri_La-belle-lurette,241.00008294327048,0.0001723880442109411,0.000927254401545028,0.3680529928220467,0.002869771713729015,0.0,4,1
1904_Rolland-Romain_Jean-Christophe_Tome-III-L-adolescent,162.34617026014223,0.00010154123045210822,0.0008667018100197858,0.31064277096110204,0.0004638185628567123,0.25,0,0
1953_de-La-Varende-Jean_L-Homme-aux-gants-de-toile,353.0556877748797,0.0003743221139508774,0.0003023059569354539,0.4164264945827312,0.013439273841319717,0.0,1,1
1837_Nodier-Charles_Ines-de-Las-Sierras,362.6705960420815,0.0003241605849621821,0.0003745120660749879,0.3971077043141146,0.01030392980117565,0.0,1,1
1893_Malot-Hector_En-Famille,272.99444967869505,0.0003141434807985088,0.0007309726048650922,0.3976406185914471,0.010158079871085305,0.0,0,0
1876_Malot-Hector_Ida-et-Carmelita,419.57528909190177,0.00038887551762550166,0.00010853766405467923,0.39138939375513276,0.010403640430161606,0.0,0,0
1899_Mirbeau-Octave_Le-Jardin-des-supplices,107.98755208632895,7.891518127593534e-05,0.001413731636855369,0.31287648459274403,0.00019509420578320142,0.0,3,4
1888_Beaugrand-Honore_Jeanne-la-fileuse,192.43019352203382,0.00014785159759364542,0.0006183219345936041,0.35465116774622557,0.0031082870855448125,0.0,1,1
