doc_name,MSTTR-100,TTR-100-sliding,Compressibility,Readability,Mean sentence length,Mean word length,Noun/Word ratio
ACROSS_THE_ZODIAC_Q4676516,0.6862611431568019,0.6864695760741651,2.070493375464514,54.77909962768534,29.655831398464013,4.478195407213794,0.1863131839342821
ACTIONS_AND_REACTIONS_noWikiID,0.690518867924529,0.6905200396311006,2.0769228833365303,79.9773178791766,15.214899713467048,4.194987686513111,0.17869042445313632
ADAM_BEDE_Q2611046,0.6855478662053223,0.6856495084845795,2.096604212909114,72.01728046118889,26.59548548907202,4.03710190224713,0.16219396094914768
ADELA_CATHCART_noWikiID,0.6525363408521354,0.6525741929013938,2.173401752142276,76.6528656163108,21.071265243902438,4.110886039319238,0.1697804947158368
ADELINE_MOWBRAY_Q65083334,0.6690958690568991,0.6692172753225012,2.1411916102272497,54.106130427818414,40.82846299810247,4.469590920498592,0.159058587323276
ADVENTURES_OF_A_PINCUSHION_noWikiID,0.6869000000000001,0.6862435324257399,2.1083730654688106,52.41389992688778,38.549889135254986,4.322328310134591,0.16691590935235245
AFTER_DARK_noWikiID,0.6789823278488772,0.6789688107616155,2.1465886251202595,68.28739485027317,21.9731564819201,4.293339848802782,0.17598953692259048
"AFTER_LONDON;_OR,_WILD_ENGLAND_noWikiID",0.668285420944558,0.6678951965963988,2.1739262417658645,67.43246760016737,23.781241224375176,4.3499675267166555,0.1941902343980634
AGNES_GREY_Q517172,0.6792121212121224,0.6789212332921457,2.0719775404794856,62.07269299758268,33.314574314574315,4.203548894760399,0.1476732937728303
ALEC_FORBES_OF_HOWGLEN_noWikiID,0.6616702263989848,0.6618367931221163,2.076433555583831,77.50396221763185,19.27890416378202,4.064238774117756,0.18156354364922614
ALICE'S_ADVENTURES_IN_WONDERLAND_Q92640,0.6380864197530861,0.6391127633209375,2.191121825100865,78.33860397539226,26.08183632734531,3.9830106374837375,0.13622101477003137
ALLAN_QUATERMAIN_(NOVEL)_Q4062545,0.6848800000000022,0.6847653504734232,2.1365247846818085,68.11582416171098,25.79401913875598,4.17117576679435,0.16772554002541296
ALL_SORTS_AND_CONDITIONS_OF_MEN_noWikiID,0.6557456359102297,0.6556700187556179,2.1778920614683432,73.98244320655913,19.08330456794385,4.234744020307139,0.1668947803175101
ALMAYER'S_FOLLY_Q2404359,0.6730769230769226,0.6730977035547239,2.1678359719935263,70.29766045052261,19.454545454545453,4.358276359530828,0.1929216584080788
ALTON_LOCKE_Q4736895,0.6688444872412224,0.6688057804079973,2.104958655371782,68.63726439363884,24.486115046755454,4.202073798047714,0.18036951100258647
AMY_FOSTER_Q4749187,0.689586206896552,0.6893237082066553,2.0817991211259774,71.73314267661462,21.739655172413794,4.20120548814339,0.19375049567769054
ANNALS_OF_THE_PARISH_Q4767877,0.6687631578947373,0.6693012634904135,2.148051269679076,53.86518156869073,46.51683029453015,4.170412916647822,0.18547329383564742
ANNA_ST_IVES_noWikiID,0.6792300641613332,0.6790625945659533,2.1302453009872493,70.32146328097224,19.641313383208644,4.266838775207906,0.15376557970247795
ANN_VERONICA_Q1247736,0.6599999999999995,0.6593893455659748,2.146607659665665,73.30454997128433,15.312384473197781,4.287260582649283,0.16357838403347819
ANTAR_noWikiID,0.6468077803203665,0.6461351456577894,2.101763442920577,65.82372912484468,27.834252113193678,4.233188534005836,0.17770706523891888
AN_APOLOGY_FOR_THE_LIFE_OF_MRS._SHAMELA_ANDREWS_Q2743569,0.6686740331491711,0.6695293205603533,2.071678133163198,66.66235847233149,30.118217054263567,4.042597001479956,0.06807798725950712
AN_IRISH_COUSIN_noWikiID,0.6822577519379847,0.682421059777369,2.0882255949895256,72.90984101927651,21.072850898494416,4.119534905160294,0.15606490124225034
AN_OUTCAST_OF_THE_ISLANDS_Q1090444,0.6659331259720062,0.6652240001866772,2.127999959852025,75.82212414492476,14.795285359801488,4.28593524341952,0.17695783834148615
ARMADALE_Q4792516,0.6684692457556474,0.6683986784392845,2.107533919429582,72.65966060800237,19.934905042567124,4.209299422481817,0.1682719788703245
ARTHUR_MERVYN_Q4799713,0.6625100057175551,0.662272277595587,2.1398971926839585,65.81681810624966,16.981125678119348,4.489846854221992,0.18754201359077266
AT_THE_BACK_OF_THE_NORTH_WIND_Q1619593,0.6353139217470423,0.635411624370608,2.202802223267567,86.60479760980188,17.804292682926828,3.8626804168904183,0.13808673161857377
AT_THE_END_OF_THE_PASSAGE_noWikiID,0.6753191489361702,0.6763424333619827,2.0148081391774753,83.1909351338706,15.31062124248497,4.085994764397905,0.17578534031413612
AULD_LICHT_IDYLLS_noWikiID,0.6793857965451049,0.680354707994823,2.094360696749638,71.88367549421793,23.00256937307297,4.2415387708598615,0.19464736501128163
AURORA_FLOYD_Q4822530,0.6887073281747971,0.688679511513605,2.0602578698425744,66.0732660865381,26.044573643410853,4.342524874564163,0.17687859428316308
AYESHA_(NOVEL)_Q2604590,0.6879079798705999,0.6882767674733099,2.10919793313889,75.01093951504988,23.028303728284207,4.119288995880448,0.16172207435536642
A_BELEAGUERED_CITY_noWikiID,0.6689642857142858,0.6694705441034341,2.1557063810399515,78.33375848355658,19.812603648424545,4.039382271700008,0.1473800954214447
A_CHILD_OF_THE_JAGO_Q4655860,0.6633682830930542,0.6632360307906573,2.120403654764168,73.98924293889371,20.540826128722383,4.210946390434769,0.18500678108778001
A_CHRISTMAS_CAROL_Q62879,0.6488674033149168,0.6493461379024181,2.144635359561988,79.36208267022069,18.569172457359443,4.179622384759313,0.16577649260078245
A_COMPLETE_COLLECTION_OF_GENTEEL_AND_INGENIOUS_CONVERSATION_Q4656050,0.644841075794621,0.645284511042535,2.12734670764881,80.13698170650602,11.773796597900832,3.999723340813378,0.0713473302388491
A_CRYSTAL_AGE_Q4656205,0.6785572842998593,0.6780822731968438,2.1381966777530397,62.308052186963806,30.399798590130917,4.251846821479445,0.1751747440951403
A_DARK_NIGHT'S_WORK_Q16385401,0.6887169811320765,0.688956243786453,2.1041459228205124,69.19523904745449,25.693258426966292,4.234428069561668,0.1547936618999723
A_DRAMA_IN_MUSLIN_noWikiID,0.67281067556297,0.6723224271763673,2.1585909084170365,73.21131269886016,25.658356652251335,4.188780821510366,0.15487344219386692
A_DREAM_OF_JOHN_BALL_noWikiID,0.6547181008902079,0.6556845893058595,2.2080130156482256,64.9135722471725,43.81586826347306,3.939833954012778,0.17349414055826984
A_HOLIDAY_ROMANCE_noWikiID,0.6319642857142855,0.630050260276424,2.2680744546851965,76.66498307347652,20.717791411042946,4.266656795972757,0.18129997038791826
A_HOUSE_TO_LET_Q4657430,0.6712019230769226,0.6696404159044378,2.1221194546527378,75.03833954776512,23.254836557705136,4.091138586878568,0.15694655612610803
