TTR-100-sliding,Compressibility,Readability,Mean sentence length,Mean word length
0.4574171689211513,0.5779764040309809,0.4421557767752816,0.15326982983645962,0.4875648041909148
0.4741081223357696,0.5681346511510396,0.5870310372215974,0.03119019089013911,0.3269040223483183
0.469661993905622,0.608037965356929,0.5708715258752646,0.13249625637571666,0.2574060744358399
0.25680900380841026,0.6588556155742951,0.6280702107331545,0.08804754682996377,0.31262414058416044
0.351642563668258,0.6092842788779345,0.4464450933661616,0.2520125445672494,0.49223635676271404
0.4674796577633992,0.603441464267806,0.43824307818784874,0.23383455488055752,0.4130200650622098
0.4168207202709698,0.611385104604134,0.5369518521846443,0.09046272916229826,0.3949277707239268
0.3472531528309038,0.6265286538495075,0.5378363035757602,0.10723579133630824,0.4314043223786236
0.43339347980965665,0.614064445079902,0.5176420874835183,0.19538899055640804,0.35911663924446957
0.3242782947567439,0.6331781575761828,0.6375689128159109,0.07210242428577829,0.2867684259833009
0.16568874501070835,0.6813601909995097,0.6559630923012807,0.13725726258663112,0.24324554529046197
0.4583523548074239,0.6125031000597553,0.5393704810140644,0.12405360013874996,0.32930724219632784
0.27339232853396206,0.6475905264317712,0.5983470970345907,0.06855609648944119,0.3783701334394778
0.3746789508736843,0.6123768966257053,0.5452181826701349,0.06828821791034694,0.4274155739228156
0.36746926833447646,0.630837591276568,0.5673321191018454,0.11787480680101423,0.3622845108738921
0.47953879600896326,0.5854270708840157,0.5517693278521965,0.08733958417710824,0.3394703133938826
0.3727807543454408,0.6469525925919339,0.4709135234574623,0.31835014650563087,0.34551481845637366
0.41864337628411147,0.608472839878675,0.5514536100352097,0.07065732179333752,0.38132005648739237
0.2965715600142332,0.6326470062725611,0.5886025157490092,0.034469904737791865,0.40516907503707006
0.21915891900939463,0.6610540625373208,0.5756718170570757,0.15543278701287108,0.39927371863065786
0.38583140545652117,0.6430277284559506,0.57391201356164,0.17474644684235255,0.27881561470947575
0.4479569996459071,0.6058209717240258,0.576848091748104,0.08427627477905486,0.30407115161345066
0.3306042639922313,0.6157643481004343,0.594154195996888,0.02933577194346819,0.39705829811549676
0.3601118729282478,0.6237994743063816,0.5868733942416124,0.07583555505212383,0.36196994702938673
0.3068734977065401,0.6116588523257788,0.5231203330062946,0.04780026362885411,0.5057295292636776
0.13678649111268784,0.6749847877505526,0.7028782169038694,0.05884145322509451,0.16788355410467126
0.4060662407421149,0.5834970313955864,0.6422506842852614,0.03385625912157216,0.2846212127293239
0.4271787226149685,0.5981073298732733,0.5612983751864271,0.09956127613336592,0.3671752268395565
0.4712672811720217,0.574443100947552,0.5118774249415827,0.12275653728216812,0.4133214340681564
0.47284721627057846,0.5933615873335121,0.5725512229823373,0.09829458302545556,0.29472157836083435
0.3661898168163408,0.6357486958074618,0.6220750619931521,0.07447452971853014,0.2630680054825099
0.32569424215205,0.6300520502272154,0.5979703788635784,0.0815546305583072,0.36433218752908797
0.23117462673922212,0.642397155875385,0.6386959683446888,0.06442151828685597,0.34900073649930047
