language,cluster_id,n,spearman_indegree,p_indegree,spearman_pagerank,p_pagerank,spearman_betweenness,p_betweenness,spearman_closeness,p_closeness
DE,0,45,0.18912422417616073,0.21340824455395768,0.19520345568447248,0.19878557628532148,0.12179725729593399,0.4254376622035162,0.20863120879623806,0.1690240412073567
DE,1,55,0.03386784405533449,0.8060910372979113,0.053552960921813074,0.6977822326931926,0.03243660459758173,0.8141366980198445,0.09419437378821446,0.49394850887650144
DE,2,49,-0.008065420204600588,0.9561374133671334,-0.046695911799451296,0.750024567737676,-0.040201633001681544,0.7838866872916785,-0.02174270236385854,0.8821160325519309
DE,3,62,0.18136256981371116,0.1583279110237191,0.21945011350602692,0.08657553603015562,0.3110551395013492,0.013863278912638643,0.25021116588487435,0.04983338518121678
DE,4,35,0.012322007007320855,0.9439922302989461,0.061610035036604276,0.7251481099813384,-0.10457878271682426,0.5499265593875163,0.07722746252262722,0.6592487517755492
DE,5,28,-0.2004347246706312,0.30646340496764046,-0.25399674673451295,0.19214506412892457,-0.3181119312048455,0.09900022181095414,-0.219040479703348,0.2627664639031668
DE,6,60,0.28168124250064547,0.029231264109944668,0.2883763578632815,0.025452356247501147,0.26693870639765743,0.03922887833596395,0.2934120001873154,0.022889073520248854
DE,7,41,0.08917697821867808,0.5792646092245548,0.08873242698129684,0.5811647312370043,0.10085630062800181,0.5303793534287913,0.10064640014311424,0.5312398101799986
DE,8,34,-0.01845570808545674,0.917488556478316,-0.034119796460508264,0.8480830726876849,-0.055056944288547426,0.7571230132035666,-0.06482761327496571,0.7156704619932639
DE,9,29,0.35786811621342396,0.05663993891126651,0.4046285444647038,0.029464095374590177,0.3634440706913288,0.05262668596198898,0.4297685596535639,0.01997580688040659
DE,10,66,0.0033408784243904445,0.9787605024253337,-0.03605188426320068,0.7738181309536842,0.0479031355625848,0.7024979750202971,-0.03725713787199977,0.7664677473797405
DE,11,67,-0.2136175337943696,0.08261228986070025,-0.16773719824358807,0.17484956924821188,-0.13720408842667878,0.26821834284355606,-0.16935241504773768,0.17067402978460483
