language,cluster_id,n,spearman_indegree,p_indegree,spearman_pagerank,p_pagerank,spearman_betweenness,p_betweenness,spearman_closeness,p_closeness
DK,0,77,0.06711000240760615,0.5619751858344824,0.07903998090324432,0.49441803020504904,0.043043258114360244,0.7101180477072693,0.09007133764206819,0.43596174838875457
DK,1,35,0.061940881931598295,0.7237297180719857,0.09858653459270096,0.5731356900208056,0.1050053934863699,0.5482912180602191,0.1696077552367849,0.3300302100420428
DK,2,66,-0.02001182135227296,0.8732856433355392,-0.055861938338360076,0.6559572868423158,-0.006277627067703513,0.9601018885439988,-0.05396274966872433,0.666953441983406
DK,3,60,0.036009083096028106,0.78474078896792,0.07655122452506684,0.5610088002181945,0.32500077473619693,0.011287225516267714,0.12647871208019804,0.3355649475933685
DK,4,99,0.227521477398383,0.023521864018537657,0.20753369686746242,0.039283223546730694,0.22784703621910013,0.02331829500521743,0.22975171263812003,0.02215724234803931
DK,5,66,-0.23896229731295418,0.053317299435721374,-0.2221597500053128,0.0730005765193652,-0.13709048525019993,0.2723613249729147,-0.23265316962740012,0.06012785706722328
DK,6,16,-0.16932993448928343,0.5307047688312789,-0.27832391530997164,0.29658041397239837,0.04036805839617841,0.8820008290978297,-0.2530217411908833,0.34440415601936525
DK,7,35,-0.44005601973276837,0.008160346549247365,-0.4370714649644225,0.008655661903640173,-0.25830454483665355,0.13407874866168323,-0.44602512926946,0.007241906597158363
DK,8,52,-0.17415606287640575,0.21690839313493138,-0.19553826261407636,0.16476532322882237,-0.07131034072274715,0.6154099550685499,-0.18437262306437893,0.1907172134573489
DK,9,75,-0.06830312862481851,0.5603862287715224,-0.10420155238378943,0.37363757408921505,-0.08594876948848112,0.4634397161464552,-0.0902636473815937,0.4412105296468185
DK,10,2,,,,,,,,
DK,11,23,-0.3685378972795459,0.0835605602161257,-0.3685378972795459,0.0835605602161257,-0.1956024500987933,0.37108261967043077,-0.35945421671279654,0.09206779278183601
DK,12,64,-0.02351921295200554,0.8536441190908499,0.02189994434018575,0.863620658002276,-0.14105476173266854,0.26623832555858584,-0.058930759315408913,0.643682219639895
DK,13,20,-0.24626953524470924,0.2952537609005029,-0.21901069355731775,0.3535570125274682,0.2445537202886701,0.2987387553644375,-0.22559041396461918,0.33891267352445387
DK,14,44,0.04573957386894308,0.7681299466967907,0.0383392139642213,0.804843922912385,0.07936923903329164,0.6085609055462706,0.03682347759819394,0.8124179299816927
DK,15,67,-0.050829960260047026,0.682909892462158,-0.041036615212179224,0.7416139355774161,-0.1023914790249874,0.40965087190874183,-0.022745100679618716,0.8550360726751209
DK,16,1,,,,,,,,
DK,17,2,,,,,,,,
DK,18,33,-0.20574599935222376,0.2506841337141124,-0.24176519287277226,0.17526072790221797,-0.04020471763403883,0.8242027397035553,-0.2226641053997541,0.21294984226157046
DK,19,1,,,,,,,,
