language,cluster_id,n,spearman_indegree,p_indegree,spearman_pagerank,p_pagerank,spearman_betweenness,p_betweenness,spearman_closeness,p_closeness
FR,0,170,0.1906222107875987,0.01277620211049106,0.16966204457065912,0.026976173710624926,0.10262065200360325,0.1829731511744334,0.13578116878959276,0.07748081549857878
FR,1,139,0.20843589208747235,0.013803388917711644,0.21386073753658866,0.011473725539354678,0.21649305827332113,0.010473253186878287,0.20915975112272703,0.013470387738085603
FR,2,168,-0.14305073567835735,0.06433782505846815,-0.14100385831395285,0.06828928734865082,-0.0872868618145261,0.26055980772466625,-0.14249515467944757,0.06539140340843433
FR,3,154,0.23426326575361128,0.0034528791339869932,0.26456850483866406,0.0009139903091596865,0.23268600484497082,0.0036842781045820783,0.29751687857901504,0.00017880212174788517
FR,4,202,-0.16340969633940106,0.020140683142545086,-0.18786604528303477,0.007419827703809539,-0.06645468734374392,0.3473835715345328,-0.18639862318450656,0.007904999340186744
FR,5,128,0.10832585265796903,0.22355484778399795,0.10902914975602292,0.2205453820536165,0.1029438778225185,0.24754750751283605,0.08913515022504277,0.31704456854595187
FR,6,213,-0.12035186817334914,0.0796848776132768,-0.14208949791642347,0.0382607814143335,-0.15064699808394977,0.02793176480652035,-0.1561674319140018,0.0226205890911591
FR,7,170,0.08002052495489165,0.29959291863731763,0.11306475625767136,0.14209900812804416,0.09232786125751317,0.2311171820452049,0.1393354290856164,0.06996174078169298
FR,8,179,0.015181398923582543,0.8401497527874588,0.019609504432279698,0.7944439277535009,0.11310918470644839,0.1316728030618279,0.01644335567144513,0.8270624435792204
FR,9,88,-0.22814074304037696,0.03253066453700057,-0.19438616896291647,0.06955716088192641,-0.2205645958418699,0.03892297071373671,-0.20254066082109698,0.058424636085805795
FR,10,137,-0.025392635185190165,0.768347270471641,-0.017073004916282896,0.8430311199297824,-0.014147031468024013,0.8696699328136784,0.026094887988424638,0.7621293036314993
FR,11,88,0.4779087057438588,2.4927967812835538e-06,0.4653527005514121,4.91716193281778e-06,0.3899187387600258,0.00017317351850216087,0.4655175284188033,4.874349145234474e-06
FR,12,89,0.07452604115534182,0.4876167890297296,0.08705473487977682,0.41724828354489474,0.11337554461160913,0.29011109438371274,0.09159777450588137,0.39326431306027243
FR,13,79,0.2793464373734075,0.012661269808455772,0.3285308155000342,0.003116357834561407,0.23484059488714829,0.03722668356971512,0.3219253905189715,0.003813734504683253
FR,14,228,0.2837240569235747,1.3593653978797687e-05,0.31914649573448217,8.573613497717099e-07,0.2889921940915489,9.220410075442107e-06,0.31559942706803945,1.149551650021298e-06
FR,15,129,0.030183352780314525,0.734189712795595,0.013547047062380208,0.8788917771052089,0.001242875439773579,0.9888467702072652,0.008937027523407633,0.9199321941727178
FR,16,143,-0.052346699832382416,0.5346605179343022,-0.017229563137785838,0.8381640233862637,-0.013232261165419753,0.8753607602541706,0.006668041066524296,0.9370014293672122
FR,17,118,0.1323675661491537,0.15304193271952582,0.16605755631516386,0.07231283327592673,0.14111675128332285,0.12744867846896551,0.16146514118136923,0.08067723626971639
FR,18,146,0.05672558172505432,0.4964575119947702,0.056631773446581414,0.49717100996157304,-0.029357391737761154,0.7250231511368106,0.04536340932941201,0.5866501974542376
FR,19,153,0.01150906444918582,0.8877147291728389,0.014416973498410882,0.859606679447825,0.044595589372401136,0.5841275122513077,0.01938535589283539,0.81200554967362
FR,20,33,0.04796944971641326,0.7909395531833138,0.2086200773941267,0.2439800953921953,0.27000042692264786,0.12860870079158465,0.2609161833594713,0.14248548784382115
