text_id,MSTTR_100,TTR_100_sliding,Compressibility,Passive_Active_ratio,relative_freq_af,relative_freq_at,Readability_rix,Mean_sentence_length,Mean_word_length,Noun_Word_ratio
1887_Paulsen_EnFremtidskvinde,0.7215107913669065,0.7204988033757443,1.9770039091694729,0.0134137336943145,0.0093044977726684,0.0154116970829142,29.39013977700675,10.328183623924078,4.320127358591363,0.2120648759535867
1892_Valseth_TidligHoest,0.7031604938271631,0.7031387321073899,2.098301174522035,0.0155435759209344,0.0081166428183746,0.0225983125277544,30.76142155022007,14.162932790224032,4.183376473971815,0.2071757262007477
1893_HansenJ_UngeMenneskerogPilgrimme,0.7296252465483242,0.7292761404686063,1.9943752326105268,0.0153846153846153,0.0083139603609283,0.0229717482958351,32.58807388896062,12.476857142857142,4.327463417985299,0.1592662987473951
1873_Behrend_NancyEllerEnNatINotreDameKirken_1,0.7243135135135146,0.7242220996983992,2.020496640639036,0.0102650727650727,0.0077971446467526,0.0169658091967429,29.692712564957212,13.53284798058589,4.319798644823302,0.1381178670697186
1873_Wolle_BrudstykkerAfEnJydskBorgermandsDagboegerFor1848,0.7291549295774645,0.7292817040485156,1.9324138114433689,0.0353817504655493,0.0129417060544677,0.0133637182084177,35.61161124851375,11.31990967256304,4.8560694218173355,0.1694650397313561
1887_Gioerup_MoerkeTider,0.7010506208213957,0.7010841359015602,2.0636383460957717,0.0181915781939639,0.0123516890505235,0.0172102746198562,30.334797411164736,11.645424621461489,4.296821825500017,0.1389419652447228
1886_KristofersenK_Vaardise,0.6977575757575758,0.6980526049569867,2.027759044797115,0.025691699604743,0.0076326629512963,0.0226152976334706,34.56228561407141,14.062958027981344,4.348887888765189,0.1774877419049198
1881_Kielland_Else,0.7203906249999996,0.7194347214625835,2.056660961879807,0.0175159235668789,0.0093785266762657,0.0167723858816204,35.85814315807323,16.27439471753485,4.4145252907763055,0.1669371562528176
1894_WintherH_Friluftsliv,0.7019194312796204,0.7025447424637675,2.073761076125718,0.0144165790659258,0.0059674631177626,0.0205545951834047,30.91269657813865,11.910116086235488,4.180957420145368,0.1611852181904258
1893_Schjoerring_SkiftendeTider,0.7152758620689653,0.7154179742732009,2.030471651373704,0.0146651270207852,0.0082970409515776,0.0231181037302256,32.866684021310796,13.632429471377703,4.358434461142811,0.1564735192477698
1898_BangH_DetHvideHus,0.675209125475285,0.6772155951064741,2.0984243666598767,0.0149107797604497,0.0061887766724884,0.0084668539752448,28.685271847530924,11.634523175279702,4.297692096345819,0.1800989101566077
1893_JoergensenJ_LivetsTrae,0.7326288659793816,0.7330366181179502,1.9600985605057384,0.0238572574178027,0.0135486696030703,0.0093758854287406,32.7810602395915,15.028660994178235,4.468816114902113,0.1688965702196132
1886_HansenJ_VedHoejvande,0.7178947368421047,0.718468994164728,2.0037874756188585,0.0143529411764705,0.0108438485804416,0.0189603049421661,31.868235477766525,12.28995756718529,4.250201404074117,0.1621206889937468
1896_Gnudtzmann_Idealister,0.7010319767441872,0.7011531749032914,2.0442431896427933,0.0136627362904735,0.0097012649403836,0.0229606285490218,31.88203915045727,13.275449101796408,4.292303580079854,0.1522243939925491
1881_Drachmann_VandenesDatter,0.7355465587044531,0.7349470699432753,1.966282412202789,0.0227061232086357,0.0076727032457287,0.0145767877128871,32.48996977061603,15.06668254346273,4.409341658104798,0.1590452857029953
1896_PetersenL_GadensRoman,0.7058370370370377,0.7054742599647335,2.059297913598286,0.008380989942812,0.008673514697611,0.015674491578106,29.25277837542386,11.67873667270167,4.245301868917406,0.1515287227628972
1896_JensenJV_Danskere,0.7165889830508474,0.7161501939421957,1.969350250440364,0.012928611579539,0.0094758661533905,0.0136427090824484,31.070954216001436,10.806270096463022,4.452329589129411,0.1687123409953135
1892_Vibe_ForLivetellerpaaOpsigelse,0.679621848739496,0.6787469535254771,2.263748324781667,0.0159744408945686,0.0087040214252835,0.0170732727957484,33.598542538612904,12.205686630369026,4.440424266455194,0.2375594766058683
1897_Keller_Medailloner,0.6718421052631578,0.6717527853320385,2.1517102388818565,0.0176638176638176,0.0046094973038789,0.0114802574360758,25.01851524010885,14.33578792341679,4.058763098417916,0.1369426751592356
1881_Markman_Studenter,0.7353312788906009,0.7353926282051213,1.965849514510932,0.0181532004197271,0.0105392722517116,0.0202938687591353,35.6689020587845,15.310041265474553,4.523916480989003,0.1534536045425142
1897_MadsenO_LysetsBoern,0.7367841409691632,0.7363875281344942,2.015803460729017,0.0212345679012345,0.007838474580003,0.011229275381465,34.426023554775526,12.795100959947035,4.552620686086821,0.158871009468619
1899_Nathansen_Sommernat,0.6846382189239344,0.6850708930294234,2.0785323688273194,0.0115657256560129,0.0045755145138284,0.0144675175518218,23.924730918267443,13.891656662665063,4.0420636463801936,0.1505390282368699
1877_Paulsen_Dorothea,0.7249674620390452,0.7244045911047022,2.030591509770207,0.013789897737837,0.0065942170451834,0.01429470076571,31.475896071228163,11.352313167259789,4.4279780564263325,0.1531609195402299
1898_KnudsenJ_EtGjensyn,0.695758620689655,0.6966186057741632,2.047696034935713,0.0069204152249134,0.0082846338948092,0.0181161911309728,35.14867112316735,16.374586366644607,4.254870261094495,0.160253819416377
1899_MadsenJ_KomtesseFlory,0.6823089700996674,0.68087353151325,2.0149057914836797,0.0119898547382983,0.0070338420703384,0.0156602521566025,25.90504031932697,9.232421516431064,4.345522877766509,0.1417805086599455
1893_Boecker_Soeskende,0.6717550274223048,0.6712108632041179,2.161645676428257,0.0122731810441012,0.0066965713189413,0.0176139010953873,27.28906449246677,12.269860279441115,4.112929463820927,0.1487723407947249
1898_Broendsted_Borretaarn,0.7051653543307099,0.7052921714744833,2.0120851011471363,0.0203316674238982,0.0072650850872912,0.0134124647765376,30.53692402948355,10.323535137239634,,0.19096960325841
1876_LB_Taterkongen,0.720476489028221,0.7205715118872112,2.005692501634957,0.0165947345705653,0.0152339158373168,0.0174312357965676,46.87059980536321,24.74515872314086,4.550901755627263,0.1575168934009426
1883_Brosboell_Krybskytten,0.7210455974842788,0.7207674585014225,1.99342496203662,0.0140194114928362,0.0098136275064428,0.0199572568986108,35.45624827025165,14.007390120575652,4.40606632790011,0.1397921121076648
1883_Thorson_DenForlorneSoen,0.6981598513011152,0.6992987646051767,2.0455166889023313,0.02227602905569,0.0085612940368079,0.0285809794417516,36.782051282051285,17.322422874341612,4.379514801381317,0.1324414134613296
1899_Stuckenberg_Asmadaeus,0.6788000000000002,0.6783122024864122,2.134001215157728,0.00418410041841,0.0057374023257244,0.0101058266166246,24.89798936859035,10.958400321543408,4.136807937061014,0.1513139797172147
1876_Drachmann_EnOverkomplet,0.7294039054470718,0.7292580449551552,1.965733270509413,0.0141466489249947,0.008891535586677,0.0143948416772762,32.363420415884534,13.997986914947155,4.498609812804103,0.1473957958821696
1879_Colban_EnGammelJomfru,0.7072591006423984,0.7068366494613034,2.0528002959152816,0.0257551240560949,0.0071382774097029,0.0210087625561017,33.033390453612455,17.392779469334492,4.356474766168159,0.1495023258140349
1892_PetersenM_KuedePlanter,0.6920905923344954,0.6921482723683344,2.1624950830363954,0.0164152617568766,0.0115939001462293,0.0110716523918947,36.24286485358872,20.21969696969697,4.570542442029891,0.2203488614129303
1872_LeFevre_DianaEllerHaabloesKjaerlighed,0.7152742123687282,0.715928959835757,2.0263524656525553,0.0130178365937859,0.0128559273634276,0.0191265428861149,33.48023939774339,17.00626740947075,4.319588332446119,0.1475369558986118
