leiden_cluster,0-0.25,0.25-0.5,0.5-0.75,0.75-1
0,0.6401488727241489,-1.1465087434611922,-0.5720507454922834,0.1343875340747689
1,0.41057614168737266,-1.1900313048187077,1.0224633075387162,-0.7091306717776399
2,-0.05542301575554453,0.303901876868715,0.13651558561622196,-0.557118550262777
3,0.13367022595935696,0.4912360256605839,-0.9408181505239404,-0.48382244551240483
4,-0.8640792453776673,0.9493819469765173,1.2715249413353573,0.4572429655278468
5,-0.5508251601884907,1.088823485735006,-1.012109444186993,1.574861235240778
