leiden_cluster,0-0.25,0.25-0.5,0.5-0.75,0.75-1
0,-1.2457370893677775,2.073300737850251,-0.0312781065100924,1.634935740663713
1,-0.31357330370404274,0.8336522561385153,0.8367447933946969,-1.2412326433372491
2,0.461621665133617,-0.9373876906703894,-1.248234228997204,1.118618993493236
3,0.7162731099710202,-1.4935911720870565,0.7775837363531996,-0.9698458554757996
4,0.6801076470328502,-0.9914115966839436,-0.3286373832585605,-0.8872633024455823
