language,cluster_id,n,spearman_indegree,p_indegree,spearman_pagerank,p_pagerank,spearman_betweenness,p_betweenness,spearman_closeness,p_closeness,spearman_eigenvector,p_eigenvector
DE,0,145,-0.08766453103997743,0.2944062813354345,-0.06365711318040274,0.44685379227216504,0.05264367157121836,0.5294384503430722,-0.1071177928618022,0.19970298235177358,-0.07770999414806364,0.3528584557546849
DE,1,123,-0.24239545606409185,0.006907828938697286,-0.1896640988186933,0.03563131851881196,0.1684288361870266,0.06257202640956097,-0.1378516220493006,0.1283835590795954,-0.15003493445988855,0.09764735898127129
DE,2,116,0.032024024081759854,0.7329066565784619,0.03554639458292222,0.7048214980611676,0.012584941660168074,0.8933382274662183,0.0797237632415403,0.39493186645781964,0.033769658027700135,0.7189412400753634
DE,3,97,0.2836934273098851,0.0048635637018945915,0.3020835377482842,0.00263669618043264,-0.12778987582012435,0.2122546069758892,0.2909131504075078,0.003842393219485168,0.2868301356034444,0.004393447473324917
DE,4,90,0.21636562911411306,0.040534292637278334,0.2509537848972084,0.01704245915924349,-0.15167560530718543,0.15355734518790431,0.33505243891983194,0.0012466081330499167,0.27070296326552673,0.009863178635510159
