language,cluster_id,n,spearman_indegree,p_indegree,spearman_pagerank,p_pagerank,spearman_betweenness,p_betweenness,spearman_closeness,p_closeness,spearman_eigenvector,p_eigenvector
FR,0,800,-0.1011276739541241,0.00419394826049664,-0.11015715272186744,0.001806401198273179,0.07111103917958288,0.044354518304402436,-0.09394499095178946,0.007839780860955532,-0.10952471257960777,0.0019201016452057565
FR,1,580,-0.05175910855932199,0.2132532062263479,-0.08254202856101653,0.046924782623218086,-0.014763433219761292,0.7227372869715949,-0.08152560336709384,0.04971262149590692,-0.08923524076276602,0.03165651569208533
FR,2,528,0.00657806025891313,0.8801368654225425,-0.014697346616086859,0.7361643051575439,0.14734629836676835,0.0006830567416075539,0.043151580199069145,0.32234088416114226,-0.02610251142828957,0.5495260245433823
FR,3,461,-0.09903567495599103,0.03351643752206732,-0.14502604855131815,0.0017968316165011423,0.18472795028677466,6.610146325659839e-05,-0.013958540076384264,0.7650136992841723,-0.16370990440713382,0.0004166654279429252
FR,4,348,-0.024886731703224536,0.64361004599928,-0.049811548396764445,0.3542099033820578,0.03045189671346891,0.5712848733022644,-0.03602167995769021,0.5030009626171825,-0.05261742990045111,0.3277223152361989
FR,5,243,-0.002231998281086587,0.9723874985797997,-0.03442345034034692,0.5933416053746933,0.10018904150706544,0.11931354891754804,0.02123697030461015,0.7418671427208461,-0.07257643377501272,0.259739113023389
