language,cluster_id,n,spearman_indegree,p_indegree,spearman_pagerank,p_pagerank,spearman_betweenness,p_betweenness,spearman_closeness,p_closeness,spearman_eigenvector,p_eigenvector
EN,0,139,0.19935303990391492,0.01863362537330309,0.20065973465661038,0.017859284940869583,-0.12036714107649568,0.1581178890157157,0.21390885477387214,0.01145471011011535,0.19516082128253048,0.021317192648766803
EN,1,133,0.15857093805559727,0.06830044132572621,0.13983603184669557,0.1084183116637621,-0.10312911296372611,0.23749591750370425,0.04782217024658702,0.5846404206942251,0.13255718992808638,0.1282562675250191
EN,2,122,0.1965388872544387,0.030029322846005554,0.1814476391150519,0.04548319057847648,0.026965426025184525,0.7681234918850437,0.15497806896581007,0.08829126450833302,0.18077891317236747,0.04629842870792077
EN,3,117,-0.11189855794372394,0.22969336249092184,-0.11123202438302937,0.23249773172999616,0.0022858001651616675,0.9804862650821191,-0.1494880381858324,0.10769237864769268,-0.1050675303781875,0.2595730713879478
EN,4,94,0.008922649855438237,0.9319811477191284,0.010345627375101292,0.9211659467112316,-0.10575886819888777,0.3103445289391229,-0.06300305569202035,0.5463330119726768,-0.019580461074139077,0.8514116956290556
EN,5,74,0.06167361847185248,0.6016691847750681,0.05567487793817605,0.6375368898604319,0.0029247807232720574,0.9802690333887789,0.04518454312430906,0.7022610232659439,0.04969105964463315,0.6741631758003136
